Profile,VZA,VAA,SZA,SAA,fy4a_ch07_Radiance,fy4a_ch09_Radiance,fy4a_ch10_Radiance,fy4a_ch11_Radiance,fy4a_ch12_Radiance,fy4a_ch13_Radiance,fy4a_ch14_Radiance,fy4b_ch07_Radiance,fy4b_ch09_Radiance,fy4b_ch10_Radiance,fy4b_ch12_Radiance,fy4b_ch13_Radiance,fy4b_ch14_Radiance,fy4b_ch15_Radiance
P9,60.00,45.00,30.00,0.00,9.0112e-08,1.8940e-07,5.7003e-07,1.4226e-06,4.2482e-06,4.2390e-06,4.3214e-06,8.5780e-08,1.7447e-07,4.6048e-07,1.4108e-06,3.2266e-06,4.1516e-06,4.5902e-06
P9,0.00,0.00,60.00,0.00,3.8833e-08,2.2444e-07,5.9623e-07,1.4853e-06,4.2881e-06,4.2788e-06,4.6373e-06,3.6963e-08,2.0944e-07,4.9474e-07,1.4703e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,60.00,135.00,0.00,0.00,7.5956e-08,1.8938e-07,5.6982e-07,1.4216e-06,4.2481e-06,4.2389e-06,4.3213e-06,7.2165e-08,1.7447e-07,4.6040e-07,1.4097e-06,3.2264e-06,4.1515e-06,4.5901e-06
P9,0.00,45.00,30.00,0.00,5.7806e-08,2.2449e-07,5.9646e-07,1.4855e-06,4.2881e-06,4.2788e-06,4.6373e-06,5.4847e-08,2.0946e-07,4.9488e-07,1.4705e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,30.00,90.00,60.00,0.00,4.3723e-08,2.1786e-07,5.9193e-07,1.4751e-06,4.2823e-06,4.2731e-06,4.5814e-06,4.1619e-08,2.0283e-07,4.8920e-07,1.4608e-06,3.2620e-06,4.1846e-06,4.7524e-06
P9,0.00,180.00,60.00,0.00,3.8833e-08,2.2444e-07,5.9623e-07,1.4853e-06,4.2881e-06,4.2788e-06,4.6373e-06,3.6963e-08,2.0944e-07,4.9474e-07,1.4703e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,60.00,90.00,60.00,0.00,5.9142e-08,1.8934e-07,5.6958e-07,1.4214e-06,4.2481e-06,4.2389e-06,4.3213e-06,5.6312e-08,1.7445e-07,4.6027e-07,1.4096e-06,3.2264e-06,4.1515e-06,4.5901e-06
P9,30.00,135.00,30.00,0.00,5.8550e-08,2.1790e-07,5.9211e-07,1.4751e-06,4.2823e-06,4.2731e-06,4.5814e-06,5.5549e-08,2.0284e-07,4.8930e-07,1.4608e-06,3.2620e-06,4.1846e-06,4.7524e-06
P9,30.00,90.00,30.00,0.00,6.2831e-08,2.1791e-07,5.9219e-07,1.4754e-06,4.2824e-06,4.2731e-06,4.5814e-06,5.9644e-08,2.0285e-07,4.8934e-07,1.4611e-06,3.2620e-06,4.1846e-06,4.7524e-06
P9,30.00,0.00,60.00,0.00,5.8037e-08,2.1789e-07,5.9216e-07,1.4760e-06,4.2824e-06,4.2732e-06,4.5814e-06,5.5349e-08,2.0283e-07,4.8929e-07,1.4618e-06,3.2622e-06,4.1847e-06,4.7524e-06
P9,30.00,0.00,0.00,0.00,6.6480e-08,2.1792e-07,5.9222e-07,1.4753e-06,4.2824e-06,4.2731e-06,4.5814e-06,6.3056e-08,2.0285e-07,4.8937e-07,1.4610e-06,3.2620e-06,4.1846e-06,4.7524e-06
P9,60.00,135.00,60.00,0.00,4.4199e-08,1.8931e-07,5.6942e-07,1.4205e-06,4.2480e-06,4.2388e-06,4.3213e-06,4.2036e-08,1.7445e-07,4.6021e-07,1.4086e-06,3.2262e-06,4.1514e-06,4.5901e-06
P9,30.00,45.00,30.00,0.00,6.7974e-08,2.1792e-07,5.9228e-07,1.4757e-06,4.2824e-06,4.2731e-06,4.5814e-06,6.4568e-08,2.0285e-07,4.8938e-07,1.4614e-06,3.2621e-06,4.1846e-06,4.7524e-06
P9,0.00,0.00,30.00,0.00,5.7806e-08,2.2449e-07,5.9646e-07,1.4855e-06,4.2881e-06,4.2788e-06,4.6373e-06,5.4847e-08,2.0946e-07,4.9488e-07,1.4705e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,30.00,0.00,30.00,0.00,7.0459e-08,2.1793e-07,5.9233e-07,1.4758e-06,4.2824e-06,4.2731e-06,4.5814e-06,6.6951e-08,2.0285e-07,4.8941e-07,1.4616e-06,3.2621e-06,4.1846e-06,4.7524e-06
P9,0.00,45.00,0.00,0.00,6.2216e-08,2.2451e-07,5.9655e-07,1.4856e-06,4.2881e-06,4.2788e-06,4.6373e-06,5.8994e-08,2.0947e-07,4.9493e-07,1.4706e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,30.00,135.00,0.00,0.00,6.6480e-08,2.1792e-07,5.9222e-07,1.4753e-06,4.2824e-06,4.2731e-06,4.5814e-06,6.3056e-08,2.0285e-07,4.8937e-07,1.4610e-06,3.2620e-06,4.1846e-06,4.7524e-06
P9,0.00,135.00,0.00,0.00,6.2216e-08,2.2451e-07,5.9655e-07,1.4856e-06,4.2881e-06,4.2788e-06,4.6373e-06,5.8994e-08,2.0947e-07,4.9493e-07,1.4706e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,0.00,90.00,30.00,0.00,5.7806e-08,2.2449e-07,5.9646e-07,1.4855e-06,4.2881e-06,4.2788e-06,4.6373e-06,5.4847e-08,2.0946e-07,4.9488e-07,1.4705e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,0.00,180.00,30.00,0.00,5.7806e-08,2.2449e-07,5.9646e-07,1.4855e-06,4.2881e-06,4.2788e-06,4.6373e-06,5.4847e-08,2.0946e-07,4.9488e-07,1.4705e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,60.00,0.00,0.00,0.00,7.5956e-08,1.8938e-07,5.6982e-07,1.4216e-06,4.2481e-06,4.2389e-06,4.3213e-06,7.2165e-08,1.7447e-07,4.6040e-07,1.4097e-06,3.2264e-06,4.1515e-06,4.5901e-06
P9,0.00,0.00,0.00,0.00,6.2216e-08,2.2451e-07,5.9655e-07,1.4856e-06,4.2881e-06,4.2788e-06,4.6373e-06,5.8994e-08,2.0947e-07,4.9493e-07,1.4706e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,0.00,90.00,60.00,0.00,3.8833e-08,2.2444e-07,5.9623e-07,1.4853e-06,4.2881e-06,4.2788e-06,4.6373e-06,3.6963e-08,2.0944e-07,4.9474e-07,1.4703e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,60.00,135.00,30.00,0.00,6.4174e-08,1.8935e-07,5.6965e-07,1.4210e-06,4.2481e-06,4.2388e-06,4.3213e-06,6.0939e-08,1.7446e-07,4.6032e-07,1.4091e-06,3.2263e-06,4.1515e-06,4.5901e-06
P9,30.00,180.00,30.00,0.00,5.6985e-08,2.1789e-07,5.9206e-07,1.4750e-06,4.2823e-06,4.2731e-06,4.5814e-06,5.4051e-08,2.0284e-07,4.8928e-07,1.4606e-06,3.2619e-06,4.1845e-06,4.7524e-06
P9,30.00,180.00,60.00,0.00,3.5832e-08,2.1784e-07,5.9183e-07,1.4747e-06,4.2823e-06,4.2730e-06,4.5814e-06,3.4072e-08,2.0282e-07,4.8915e-07,1.4604e-06,3.2619e-06,4.1845e-06,4.7524e-06
P9,60.00,180.00,30.00,0.00,6.0859e-08,1.8934e-07,5.6961e-07,1.4209e-06,4.2481e-06,4.2388e-06,4.3213e-06,5.7774e-08,1.7446e-07,4.6030e-07,1.4089e-06,3.2263e-06,4.1514e-06,4.5901e-06
P9,60.00,90.00,30.00,0.00,7.4494e-08,1.8937e-07,5.6979e-07,1.4216e-06,4.2481e-06,4.2389e-06,4.3213e-06,7.0810e-08,1.7447e-07,4.6038e-07,1.4097e-06,3.2264e-06,4.1515e-06,4.5901e-06
P9,30.00,90.00,0.00,0.00,6.6480e-08,2.1792e-07,5.9222e-07,1.4753e-06,4.2824e-06,4.2731e-06,4.5814e-06,6.3056e-08,2.0285e-07,4.8937e-07,1.4610e-06,3.2620e-06,4.1846e-06,4.7524e-06
P9,0.00,180.00,0.00,0.00,6.2216e-08,2.2451e-07,5.9655e-07,1.4856e-06,4.2881e-06,4.2788e-06,4.6373e-06,5.8994e-08,2.0947e-07,4.9493e-07,1.4706e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,60.00,0.00,60.00,0.00,1.3053e-07,1.8947e-07,5.7059e-07,1.4272e-06,4.2487e-06,4.2395e-06,4.3214e-06,1.2491e-07,1.7448e-07,4.6065e-07,1.4158e-06,3.2275e-06,4.1521e-06,4.5904e-06
P9,0.00,135.00,60.00,0.00,3.8833e-08,2.2444e-07,5.9623e-07,1.4853e-06,4.2881e-06,4.2788e-06,4.6373e-06,3.6963e-08,2.0944e-07,4.9474e-07,1.4703e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,30.00,135.00,60.00,0.00,3.7750e-08,2.1785e-07,5.9185e-07,1.4748e-06,4.2823e-06,4.2731e-06,4.5814e-06,3.5905e-08,2.0282e-07,4.8916e-07,1.4605e-06,3.2620e-06,4.1845e-06,4.7524e-06
P9,60.00,180.00,60.00,0.00,4.0265e-08,1.8930e-07,5.6936e-07,1.4202e-06,4.2480e-06,4.2387e-06,4.3213e-06,3.8281e-08,1.7445e-07,4.6019e-07,1.4082e-06,3.2261e-06,4.1514e-06,4.5901e-06
P9,60.00,180.00,0.00,0.00,7.5956e-08,1.8938e-07,5.6982e-07,1.4216e-06,4.2481e-06,4.2389e-06,4.3213e-06,7.2165e-08,1.7447e-07,4.6040e-07,1.4097e-06,3.2264e-06,4.1515e-06,4.5901e-06
P9,0.00,45.00,60.00,0.00,3.8833e-08,2.2444e-07,5.9623e-07,1.4853e-06,4.2881e-06,4.2788e-06,4.6373e-06,3.6963e-08,2.0944e-07,4.9474e-07,1.4703e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,30.00,45.00,0.00,0.00,6.6480e-08,2.1792e-07,5.9222e-07,1.4753e-06,4.2824e-06,4.2731e-06,4.5814e-06,6.3056e-08,2.0285e-07,4.8937e-07,1.4610e-06,3.2620e-06,4.1846e-06,4.7524e-06
P9,60.00,45.00,60.00,0.00,9.5027e-08,1.8940e-07,5.7004e-07,1.4240e-06,4.2484e-06,4.2391e-06,4.3214e-06,9.0731e-08,1.7447e-07,4.6044e-07,1.4123e-06,3.2268e-06,4.1518e-06,4.5903e-06
P9,60.00,90.00,0.00,0.00,7.5956e-08,1.8938e-07,5.6982e-07,1.4216e-06,4.2481e-06,4.2389e-06,4.3213e-06,7.2165e-08,1.7447e-07,4.6040e-07,1.4097e-06,3.2264e-06,4.1515e-06,4.5901e-06
P9,60.00,45.00,0.00,0.00,7.5956e-08,1.8938e-07,5.6982e-07,1.4216e-06,4.2481e-06,4.2389e-06,4.3213e-06,7.2165e-08,1.7447e-07,4.6040e-07,1.4097e-06,3.2264e-06,4.1515e-06,4.5901e-06
P9,0.00,135.00,30.00,0.00,5.7806e-08,2.2449e-07,5.9646e-07,1.4855e-06,4.2881e-06,4.2788e-06,4.6373e-06,5.4847e-08,2.0946e-07,4.9488e-07,1.4705e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,30.00,180.00,0.00,0.00,6.6480e-08,2.1792e-07,5.9222e-07,1.4753e-06,4.2824e-06,4.2731e-06,4.5814e-06,6.3056e-08,2.0285e-07,4.8937e-07,1.4610e-06,3.2620e-06,4.1846e-06,4.7524e-06
P9,0.00,90.00,0.00,0.00,6.2216e-08,2.2451e-07,5.9655e-07,1.4856e-06,4.2881e-06,4.2788e-06,4.6373e-06,5.8994e-08,2.0947e-07,4.9493e-07,1.4706e-06,3.2680e-06,4.1901e-06,4.7861e-06
P9,30.00,45.00,60.00,0.00,5.2763e-08,2.1788e-07,5.9208e-07,1.4757e-06,4.2824e-06,4.2731e-06,4.5814e-06,5.0285e-08,2.0283e-07,4.8926e-07,1.4615e-06,3.2621e-06,4.1846e-06,4.7524e-06
P10,60.00,90.00,0.00,0.00,7.6140e-08,2.3920e-07,5.8092e-07,1.4145e-06,4.2110e-06,4.2019e-06,4.6998e-06,7.2335e-08,2.2511e-07,4.9102e-07,1.3957e-06,3.2043e-06,4.1170e-06,4.7225e-06
P10,0.00,0.00,0.00,0.00,6.2339e-08,2.5611e-07,5.9634e-07,1.4858e-06,4.2726e-06,4.2634e-06,4.8733e-06,5.9109e-08,2.4197e-07,5.0639e-07,1.4674e-06,3.2652e-06,4.1767e-06,4.8583e-06
P10,30.00,90.00,60.00,0.00,4.3840e-08,2.5299e-07,5.9292e-07,1.4732e-06,4.2617e-06,4.2526e-06,4.8402e-06,4.1727e-08,2.3890e-07,5.0328e-07,1.4549e-06,3.2548e-06,4.1662e-06,4.8328e-06
P10,60.00,45.00,30.00,0.00,9.0316e-08,2.3924e-07,5.8125e-07,1.4155e-06,4.2111e-06,4.2020e-06,4.6998e-06,8.5969e-08,2.2512e-07,4.9117e-07,1.3968e-06,3.2045e-06,4.1172e-06,4.7226e-06
P10,30.00,180.00,30.00,0.00,5.7111e-08,2.5303e-07,5.9306e-07,1.4730e-06,4.2617e-06,4.2525e-06,4.8402e-06,5.4169e-08,2.3892e-07,5.0339e-07,1.4547e-06,3.2547e-06,4.1662e-06,4.8328e-06
P10,0.00,180.00,30.00,0.00,5.7927e-08,2.5609e-07,5.9625e-07,1.4857e-06,4.2726e-06,4.2634e-06,4.8733e-06,5.4960e-08,2.4195e-07,5.0632e-07,1.4673e-06,3.2651e-06,4.1767e-06,4.8583e-06
P10,30.00,180.00,60.00,0.00,3.5940e-08,2.5297e-07,5.9276e-07,1.4728e-06,4.2617e-06,4.2525e-06,4.8402e-06,3.4172e-08,2.3889e-07,5.0320e-07,1.4545e-06,3.2547e-06,4.1662e-06,4.8328e-06
P10,0.00,90.00,60.00,0.00,3.8941e-08,2.5602e-07,5.9596e-07,1.4855e-06,4.2725e-06,4.2634e-06,4.8733e-06,3.7063e-08,2.4192e-07,5.0613e-07,1.4671e-06,3.2651e-06,4.1767e-06,4.8583e-06
P10,30.00,180.00,0.00,0.00,6.6612e-08,2.5307e-07,5.9327e-07,1.4734e-06,4.2617e-06,4.2526e-06,4.8403e-06,6.3179e-08,2.3894e-07,5.0351e-07,1.4551e-06,3.2548e-06,4.1662e-06,4.8328e-06
P10,0.00,45.00,30.00,0.00,5.7927e-08,2.5609e-07,5.9625e-07,1.4857e-06,4.2726e-06,4.2634e-06,4.8733e-06,5.4960e-08,2.4195e-07,5.0632e-07,1.4673e-06,3.2651e-06,4.1767e-06,4.8583e-06
P10,60.00,135.00,30.00,0.00,6.4346e-08,2.3916e-07,5.8068e-07,1.4140e-06,4.2110e-06,4.2018e-06,4.6998e-06,6.1098e-08,2.2509e-07,4.9090e-07,1.3951e-06,3.2042e-06,4.1170e-06,4.7225e-06
P10,30.00,90.00,0.00,0.00,6.6612e-08,2.5307e-07,5.9327e-07,1.4734e-06,4.2617e-06,4.2526e-06,4.8403e-06,6.3179e-08,2.3894e-07,5.0351e-07,1.4551e-06,3.2548e-06,4.1662e-06,4.8328e-06
P10,0.00,135.00,60.00,0.00,3.8941e-08,2.5602e-07,5.9596e-07,1.4855e-06,4.2725e-06,4.2634e-06,4.8733e-06,3.7063e-08,2.4192e-07,5.0613e-07,1.4671e-06,3.2651e-06,4.1767e-06,4.8583e-06
P10,60.00,90.00,30.00,0.00,7.4679e-08,2.3919e-07,5.8089e-07,1.4145e-06,4.2110e-06,4.2019e-06,4.6998e-06,7.0981e-08,2.2510e-07,4.9100e-07,1.3957e-06,3.2043e-06,4.1171e-06,4.7225e-06
P10,30.00,45.00,60.00,0.00,5.2891e-08,2.5302e-07,5.9313e-07,1.4738e-06,4.2618e-06,4.2526e-06,4.8402e-06,5.0404e-08,2.3891e-07,5.0339e-07,1.4555e-06,3.2549e-06,4.1663e-06,4.8329e-06
P10,0.00,135.00,0.00,0.00,6.2339e-08,2.5611e-07,5.9634e-07,1.4858e-06,4.2726e-06,4.2634e-06,4.8733e-06,5.9109e-08,2.4197e-07,5.0639e-07,1.4674e-06,3.2652e-06,4.1767e-06,4.8583e-06
P10,60.00,180.00,30.00,0.00,6.1027e-08,2.3915e-07,5.8063e-07,1.4138e-06,4.2110e-06,4.2018e-06,4.6998e-06,5.7929e-08,2.2509e-07,4.9087e-07,1.3950e-06,3.2042e-06,4.1170e-06,4.7225e-06
P10,0.00,0.00,30.00,0.00,5.7927e-08,2.5609e-07,5.9625e-07,1.4857e-06,4.2726e-06,4.2634e-06,4.8733e-06,5.4960e-08,2.4195e-07,5.0632e-07,1.4673e-06,3.2651e-06,4.1767e-06,4.8583e-06
P10,0.00,135.00,30.00,0.00,5.7927e-08,2.5609e-07,5.9625e-07,1.4857e-06,4.2726e-06,4.2634e-06,4.8733e-06,5.4960e-08,2.4195e-07,5.0632e-07,1.4673e-06,3.2651e-06,4.1767e-06,4.8583e-06
P10,60.00,0.00,0.00,0.00,7.6140e-08,2.3920e-07,5.8092e-07,1.4145e-06,4.2110e-06,4.2019e-06,4.6998e-06,7.2335e-08,2.2511e-07,4.9102e-07,1.3957e-06,3.2043e-06,4.1170e-06,4.7225e-06
P10,30.00,135.00,30.00,0.00,5.8678e-08,2.5304e-07,5.9312e-07,1.4732e-06,4.2617e-06,4.2526e-06,4.8402e-06,5.5668e-08,2.3893e-07,5.0342e-07,1.4549e-06,3.2548e-06,4.1662e-06,4.8328e-06
P10,30.00,45.00,0.00,0.00,6.6612e-08,2.5307e-07,5.9327e-07,1.4734e-06,4.2617e-06,4.2526e-06,4.8403e-06,6.3179e-08,2.3894e-07,5.0351e-07,1.4551e-06,3.2548e-06,4.1662e-06,4.8328e-06
P10,60.00,0.00,30.00,0.00,9.9440e-08,2.3927e-07,5.8146e-07,1.4161e-06,4.2112e-06,4.2021e-06,4.6998e-06,9.4728e-08,2.2513e-07,4.9128e-07,1.3974e-06,3.2046e-06,4.1172e-06,4.7226e-06
P10,30.00,90.00,30.00,0.00,6.2961e-08,2.5306e-07,5.9323e-07,1.4735e-06,4.2617e-06,4.2526e-06,4.8402e-06,5.9765e-08,2.3893e-07,5.0348e-07,1.4552e-06,3.2548e-06,4.1663e-06,4.8328e-06
P10,0.00,0.00,60.00,0.00,3.8941e-08,2.5602e-07,5.9596e-07,1.4855e-06,4.2725e-06,4.2634e-06,4.8733e-06,3.7063e-08,2.4192e-07,5.0613e-07,1.4671e-06,3.2651e-06,4.1767e-06,4.8583e-06
P10,0.00,45.00,0.00,0.00,6.2339e-08,2.5611e-07,5.9634e-07,1.4858e-06,4.2726e-06,4.2634e-06,4.8733e-06,5.9109e-08,2.4197e-07,5.0639e-07,1.4674e-06,3.2652e-06,4.1767e-06,4.8583e-06
P10,60.00,45.00,0.00,0.00,7.6140e-08,2.3920e-07,5.8092e-07,1.4145e-06,4.2110e-06,4.2019e-06,4.6998e-06,7.2335e-08,2.2511e-07,4.9102e-07,1.3957e-06,3.2043e-06,4.1170e-06,4.7225e-06
P10,30.00,0.00,30.00,0.00,7.0595e-08,2.5309e-07,5.9344e-07,1.4739e-06,4.2618e-06,4.2526e-06,4.8403e-06,6.7078e-08,2.3895e-07,5.0360e-07,1.4556e-06,3.2549e-06,4.1663e-06,4.8329e-06
P10,60.00,180.00,60.00,0.00,4.0407e-08,2.3909e-07,5.8028e-07,1.4131e-06,4.2109e-06,4.2018e-06,4.6998e-06,3.8412e-08,2.2506e-07,4.9068e-07,1.3942e-06,3.2040e-06,4.1169e-06,4.7224e-06
P10,0.00,45.00,60.00,0.00,3.8941e-08,2.5602e-07,5.9596e-07,1.4855e-06,4.2725e-06,4.2634e-06,4.8733e-06,3.7063e-08,2.4192e-07,5.0613e-07,1.4671e-06,3.2651e-06,4.1767e-06,4.8583e-06
P10,60.00,45.00,60.00,0.00,9.5262e-08,2.3924e-07,5.8135e-07,1.4169e-06,4.2113e-06,4.2022e-06,4.6999e-06,9.0951e-08,2.2511e-07,4.9116e-07,1.3983e-06,3.2048e-06,4.1173e-06,4.7226e-06
P10,0.00,90.00,30.00,0.00,5.7927e-08,2.5609e-07,5.9625e-07,1.4857e-06,4.2726e-06,4.2634e-06,4.8733e-06,5.4960e-08,2.4195e-07,5.0632e-07,1.4673e-06,3.2651e-06,4.1767e-06,4.8583e-06
P10,30.00,135.00,0.00,0.00,6.6612e-08,2.5307e-07,5.9327e-07,1.4734e-06,4.2617e-06,4.2526e-06,4.8403e-06,6.3179e-08,2.3894e-07,5.0351e-07,1.4551e-06,3.2548e-06,4.1662e-06,4.8328e-06
P10,60.00,180.00,0.00,0.00,7.6140e-08,2.3920e-07,5.8092e-07,1.4145e-06,4.2110e-06,4.2019e-06,4.6998e-06,7.2335e-08,2.2511e-07,4.9102e-07,1.3957e-06,3.2043e-06,4.1170e-06,4.7225e-06
P10,0.00,180.00,0.00,0.00,6.2339e-08,2.5611e-07,5.9634e-07,1.4858e-06,4.2726e-06,4.2634e-06,4.8733e-06,5.9109e-08,2.4197e-07,5.0639e-07,1.4674e-06,3.2652e-06,4.1767e-06,4.8583e-06
P10,0.00,180.00,60.00,0.00,3.8941e-08,2.5602e-07,5.9596e-07,1.4855e-06,4.2725e-06,4.2634e-06,4.8733e-06,3.7063e-08,2.4192e-07,5.0613e-07,1.4671e-06,3.2651e-06,4.1767e-06,4.8583e-06
P10,30.00,0.00,0.00,0.00,6.6612e-08,2.5307e-07,5.9327e-07,1.4734e-06,4.2617e-06,4.2526e-06,4.8403e-06,6.3179e-08,2.3894e-07,5.0351e-07,1.4551e-06,3.2548e-06,4.1662e-06,4.8328e-06
P10,60.00,90.00,60.00,0.00,5.9315e-08,2.3914e-07,5.8062e-07,1.4144e-06,4.2110e-06,4.2019e-06,4.6998e-06,5.6472e-08,2.2508e-07,4.9083e-07,1.3956e-06,3.2043e-06,4.1170e-06,4.7225e-06
P10,30.00,45.00,30.00,0.00,6.8109e-08,2.5308e-07,5.9336e-07,1.4737e-06,4.2618e-06,4.2526e-06,4.8403e-06,6.4693e-08,2.3894e-07,5.0356e-07,1.4555e-06,3.2549e-06,4.1663e-06,4.8329e-06
P10,0.00,90.00,0.00,0.00,6.2339e-08,2.5611e-07,5.9634e-07,1.4858e-06,4.2726e-06,4.2634e-06,4.8733e-06,5.9109e-08,2.4197e-07,5.0639e-07,1.4674e-06,3.2652e-06,4.1767e-06,4.8583e-06
P10,30.00,135.00,60.00,0.00,3.7860e-08,2.5297e-07,5.9280e-07,1.4729e-06,4.2617e-06,4.2525e-06,4.8402e-06,3.6007e-08,2.3889e-07,5.0322e-07,1.4546e-06,3.2548e-06,4.1662e-06,4.8328e-06
P10,60.00,0.00,60.00,0.00,1.3082e-07,2.3935e-07,5.8223e-07,1.4200e-06,4.2116e-06,4.2025e-06,4.6999e-06,1.2519e-07,2.2514e-07,4.9156e-07,1.4016e-06,3.2054e-06,4.1177e-06,4.7228e-06
P10,60.00,135.00,60.00,0.00,4.4347e-08,2.3911e-07,5.8036e-07,1.4135e-06,4.2109e-06,4.2018e-06,4.6998e-06,4.2172e-08,2.2507e-07,4.9072e-07,1.3946e-06,3.2041e-06,4.1170e-06,4.7225e-06
P10,60.00,135.00,0.00,0.00,7.6140e-08,2.3920e-07,5.8092e-07,1.4145e-06,4.2110e-06,4.2019e-06,4.6998e-06,7.2335e-08,2.2511e-07,4.9102e-07,1.3957e-06,3.2043e-06,4.1170e-06,4.7225e-06
P10,30.00,0.00,60.00,0.00,5.8172e-08,2.5304e-07,5.9326e-07,1.4741e-06,4.2618e-06,4.2527e-06,4.8403e-06,5.5475e-08,2.3892e-07,5.0345e-07,1.4559e-06,3.2550e-06,4.1663e-06,4.8329e-06
P11,0.00,90.00,60.00,0.00,8.5056e-08,3.1009e-07,1.0742e-06,6.5548e-06,1.2105e-05,1.2094e-05,8.8682e-06,8.4894e-08,2.7912e-07,7.6375e-07,6.6247e-06,1.0976e-05,1.2058e-05,1.0290e-05
P11,60.00,180.00,30.00,0.00,8.8436e-08,2.4471e-07,8.6954e-07,5.9369e-06,1.1265e-05,1.1255e-05,7.5391e-06,8.7644e-08,2.1945e-07,6.1811e-07,6.0353e-06,1.0245e-05,1.1237e-05,9.0449e-06
P11,30.00,180.00,30.00,0.00,9.6828e-08,2.9559e-07,1.0292e-06,6.4353e-06,1.1944e-05,1.1933e-05,8.5920e-06,9.6055e-08,2.6585e-07,7.3158e-07,6.5108e-06,1.0839e-05,1.1901e-05,1.0037e-05
P11,60.00,90.00,60.00,0.00,8.5020e-08,2.4471e-07,8.6954e-07,5.9369e-06,1.1265e-05,1.1255e-05,7.5391e-06,8.4465e-08,2.1945e-07,6.1811e-07,6.0353e-06,1.0245e-05,1.1237e-05,9.0449e-06
P11,60.00,135.00,30.00,0.00,9.0580e-08,2.4471e-07,8.6954e-07,5.9370e-06,1.1265e-05,1.1255e-05,7.5391e-06,8.9729e-08,2.1945e-07,6.1811e-07,6.0353e-06,1.0245e-05,1.1237e-05,9.0449e-06
P11,60.00,90.00,30.00,0.00,9.7277e-08,2.4471e-07,8.6954e-07,5.9371e-06,1.1265e-05,1.1255e-05,7.5391e-06,9.6249e-08,2.1945e-07,6.1811e-07,6.0355e-06,1.0245e-05,1.1237e-05,9.0449e-06
P11,60.00,180.00,0.00,0.00,9.8811e-08,2.4471e-07,8.6954e-07,5.9371e-06,1.1265e-05,1.1255e-05,7.5391e-06,9.7703e-08,2.1945e-07,6.1811e-07,6.0355e-06,1.0245e-05,1.1237e-05,9.0449e-06
P11,60.00,45.00,60.00,0.00,1.0722e-07,2.4471e-07,8.6954e-07,5.9374e-06,1.1265e-05,1.1255e-05,7.5391e-06,1.0616e-07,2.1945e-07,6.1811e-07,6.0358e-06,1.0245e-05,1.1237e-05,9.0449e-06
P11,0.00,180.00,30.00,0.00,1.0018e-07,3.1009e-07,1.0742e-06,6.5550e-06,1.2105e-05,1.2094e-05,8.8683e-06,9.9383e-08,2.7912e-07,7.6375e-07,6.6248e-06,1.0976e-05,1.2058e-05,1.0290e-05
P11,30.00,90.00,0.00,0.00,1.0400e-07,2.9559e-07,1.0292e-06,6.4354e-06,1.1944e-05,1.1933e-05,8.5920e-06,1.0296e-07,2.6585e-07,7.3158e-07,6.5110e-06,1.0839e-05,1.1901e-05,1.0037e-05
P11,0.00,45.00,0.00,0.00,1.0386e-07,3.1009e-07,1.0742e-06,6.5550e-06,1.2105e-05,1.2094e-05,8.8683e-06,1.0289e-07,2.7912e-07,7.6375e-07,6.6249e-06,1.0976e-05,1.2058e-05,1.0290e-05
P11,0.00,0.00,60.00,0.00,8.5056e-08,3.1009e-07,1.0742e-06,6.5548e-06,1.2105e-05,1.2094e-05,8.8682e-06,8.4894e-08,2.7912e-07,7.6375e-07,6.6247e-06,1.0976e-05,1.2058e-05,1.0290e-05
P11,60.00,0.00,0.00,0.00,9.8811e-08,2.4471e-07,8.6954e-07,5.9371e-06,1.1265e-05,1.1255e-05,7.5391e-06,9.7703e-08,2.1945e-07,6.1811e-07,6.0355e-06,1.0245e-05,1.1237e-05,9.0449e-06
P11,30.00,90.00,30.00,0.00,1.0088e-07,2.9559e-07,1.0292e-06,6.4354e-06,1.1944e-05,1.1933e-05,8.5920e-06,9.9998e-08,2.6585e-07,7.3158e-07,6.5110e-06,1.0839e-05,1.1901e-05,1.0037e-05
P11,0.00,135.00,0.00,0.00,1.0386e-07,3.1009e-07,1.0742e-06,6.5550e-06,1.2105e-05,1.2094e-05,8.8683e-06,1.0289e-07,2.7912e-07,7.6375e-07,6.6249e-06,1.0976e-05,1.2058e-05,1.0290e-05
P11,60.00,0.00,30.00,0.00,1.1344e-07,2.4471e-07,8.6954e-07,5.9374e-06,1.1265e-05,1.1255e-05,7.5391e-06,1.1202e-07,2.1945e-07,6.1811e-07,6.0358e-06,1.0245e-05,1.1237e-05,9.0449e-06
