Profile,VZA,VAA,SZA,SAA,fy4a_ch01_Radiance,fy4a_ch02_Radiance,fy4a_ch03_Radiance,fy4a_ch04_Radiance,fy4a_ch05_Radiance,fy4a_ch06_Radiance,fy4b_ch01_Radiance,fy4b_ch02_Radiance,fy4b_ch03_Radiance,fy4b_ch04_Radiance,fy4b_ch05_Radiance,fy4b_ch06_Radiance
P8,60.00,0.00,0.00,0.00,1.1275e-06,1.3761e-06,1.3960e-06,2.1881e-09,1.1180e-06,3.7573e-07,1.1492e-06,1.3879e-06,1.4431e-06,2.0609e-09,1.1248e-06,3.7676e-07
P8,0.00,45.00,30.00,0.00,1.0604e-06,1.3273e-06,1.3390e-06,1.3881e-09,1.0193e-06,3.3870e-07,1.0804e-06,1.3390e-06,1.3814e-06,1.2297e-09,1.0255e-06,3.3954e-07
P8,60.00,45.00,60.00,0.00,6.3934e-07,7.9671e-07,8.3903e-07,1.9211e-09,7.7815e-07,2.9416e-07,6.5170e-07,8.0241e-07,8.6769e-07,1.8445e-09,7.8266e-07,2.9503e-07
P8,30.00,90.00,55.00,0.00,6.7220e-07,8.2663e-07,8.3937e-07,1.2484e-09,6.7881e-07,2.3342e-07,6.8509e-07,8.3370e-07,8.6707e-07,1.1661e-09,6.8290e-07,2.3397e-07
P8,30.00,45.00,60.00,0.00,5.8170e-07,7.2186e-07,7.4067e-07,1.1445e-09,6.1928e-07,2.1853e-07,5.9286e-07,7.2783e-07,7.6539e-07,1.0750e-09,6.2301e-07,2.1913e-07
P8,60.00,135.00,0.00,0.00,1.1275e-06,1.3761e-06,1.3960e-06,2.1881e-09,1.1180e-06,3.7573e-07,1.1492e-06,1.3879e-06,1.4431e-06,2.0609e-09,1.1248e-06,3.7676e-07
P8,30.00,180.00,0.00,0.00,1.2242e-06,1.5320e-06,1.5455e-06,1.6075e-09,1.1771e-06,3.9096e-07,1.2473e-06,1.5455e-06,1.5945e-06,1.4256e-09,1.1843e-06,3.9193e-07
P8,60.00,45.00,55.00,0.00,7.1869e-07,8.9720e-07,9.3962e-07,1.9412e-09,8.5431e-07,3.2024e-07,7.3253e-07,9.0385e-07,9.7143e-07,1.8553e-09,8.5921e-07,3.2108e-07
P8,30.00,0.00,30.00,0.00,1.0521e-06,1.3292e-06,1.3514e-06,1.3977e-09,1.0640e-06,3.6476e-07,1.0719e-06,1.3407e-06,1.3944e-06,1.2432e-09,1.0704e-06,3.6572e-07
P8,45.00,45.00,55.00,0.00,6.9489e-07,8.7107e-07,8.9982e-07,1.4078e-09,7.7498e-07,2.8236e-07,7.0817e-07,8.7805e-07,9.2953e-07,1.3208e-09,7.7944e-07,2.8307e-07
P8,55.00,45.00,45.00,0.00,8.5517e-07,1.0717e-06,1.1075e-06,1.7520e-09,9.5516e-07,3.4767e-07,8.7152e-07,1.0802e-06,1.1442e-06,1.6460e-09,9.6062e-07,3.4856e-07
P8,30.00,90.00,45.00,0.00,8.4579e-07,1.0497e-06,1.0637e-06,1.3563e-09,8.4506e-07,2.8897e-07,8.6188e-07,1.0588e-06,1.0981e-06,1.2438e-09,8.5011e-07,2.8965e-07
P8,30.00,0.00,45.00,0.00,8.5049e-07,1.0740e-06,1.0981e-06,1.2695e-09,8.9275e-07,3.1393e-07,8.6658e-07,1.0830e-06,1.1334e-06,1.1515e-09,8.9798e-07,3.1468e-07
P8,60.00,135.00,60.00,0.00,6.2582e-07,7.1850e-07,7.2082e-07,2.1670e-09,5.9654e-07,2.0266e-07,6.3826e-07,7.2445e-07,7.4566e-07,2.0957e-09,6.0012e-07,2.0327e-07
P8,55.00,45.00,55.00,0.00,7.1125e-07,8.9091e-07,9.2811e-07,1.7031e-09,8.2771e-07,3.0803e-07,7.2490e-07,8.9773e-07,9.5914e-07,1.6163e-09,8.3243e-07,3.0883e-07
P8,0.00,90.00,30.00,0.00,1.0604e-06,1.3273e-06,1.3390e-06,1.3881e-09,1.0193e-06,3.3870e-07,1.0804e-06,1.3390e-06,1.3814e-06,1.2297e-09,1.0255e-06,3.3954e-07
P8,0.00,0.00,60.00,0.00,5.6596e-07,6.9149e-07,7.0081e-07,1.0633e-09,5.5898e-07,1.8839e-07,5.7686e-07,6.9746e-07,7.2428e-07,9.9783e-10,5.6248e-07,1.8888e-07
P8,45.00,180.00,45.00,0.00,8.6240e-07,1.0290e-06,1.0291e-06,1.8273e-09,8.1334e-07,2.7358e-07,8.7905e-07,1.0381e-06,1.0628e-06,1.7224e-09,8.1819e-07,2.7424e-07
P8,55.00,90.00,55.00,0.00,6.8774e-07,8.3593e-07,8.5513e-07,1.7305e-09,7.2517e-07,2.5579e-07,7.0108e-07,8.4274e-07,8.8401e-07,1.6508e-09,7.2942e-07,2.5645e-07
P8,0.00,45.00,45.00,0.00,8.4325e-07,1.0487e-06,1.0601e-06,1.2406e-09,8.2436e-07,2.7747e-07,8.5924e-07,1.0579e-06,1.0942e-06,1.1250e-09,8.2940e-07,2.7809e-07
P8,60.00,90.00,60.00,0.00,6.0772e-07,7.3008e-07,7.5055e-07,1.9001e-09,6.5013e-07,2.2977e-07,6.1963e-07,7.3578e-07,7.7647e-07,1.8302e-09,6.5399e-07,2.3046e-07
P8,0.00,135.00,30.00,0.00,1.0604e-06,1.3273e-06,1.3390e-06,1.3881e-09,1.0193e-06,3.3870e-07,1.0804e-06,1.3390e-06,1.3814e-06,1.2297e-09,1.0255e-06,3.3954e-07
P8,30.00,135.00,55.00,0.00,6.7795e-07,8.1875e-07,8.2401e-07,1.3561e-09,6.5459e-07,2.2082e-07,6.9102e-07,8.2590e-07,8.5126e-07,1.2749e-09,6.5857e-07,2.2134e-07
P8,30.00,45.00,30.00,0.00,1.0511e-06,1.3235e-06,1.3435e-06,1.4203e-09,1.0534e-06,3.5916e-07,1.0710e-06,1.3350e-06,1.3863e-06,1.2673e-09,1.0597e-06,3.6009e-07
P8,45.00,135.00,55.00,0.00,6.9189e-07,8.2316e-07,8.2689e-07,1.6352e-09,6.6737e-07,2.2691e-07,7.0533e-07,8.3027e-07,8.5446e-07,1.5547e-09,6.7135e-07,2.2747e-07
P8,0.00,180.00,60.00,0.00,5.6596e-07,6.9149e-07,7.0081e-07,1.0633e-09,5.5898e-07,1.8839e-07,5.7686e-07,6.9746e-07,7.2428e-07,9.9783e-10,5.6248e-07,1.8888e-07
P8,0.00,135.00,45.00,0.00,8.4325e-07,1.0487e-06,1.0601e-06,1.2406e-09,8.2436e-07,2.7747e-07,8.5924e-07,1.0579e-06,1.0942e-06,1.1250e-09,8.2940e-07,2.7809e-07
P8,30.00,135.00,30.00,0.00,1.0568e-06,1.3070e-06,1.3156e-06,1.5794e-09,1.0131e-06,3.3796e-07,1.0769e-06,1.3186e-06,1.3577e-06,1.4309e-09,1.0192e-06,3.3883e-07
P8,60.00,0.00,30.00,0.00,1.0121e-06,1.2632e-06,1.3029e-06,2.0271e-09,1.1067e-06,3.9513e-07,1.0315e-06,1.2734e-06,1.3464e-06,1.9071e-09,1.1132e-06,3.9627e-07
P8,45.00,135.00,45.00,0.00,8.5445e-07,1.0310e-06,1.0364e-06,1.7282e-09,8.2587e-07,2.8009e-07,8.7090e-07,1.0400e-06,1.0704e-06,1.6234e-09,8.3078e-07,2.8077e-07
P8,30.00,180.00,55.00,0.00,6.8253e-07,8.1721e-07,8.1913e-07,1.4156e-09,6.4629e-07,2.1651e-07,6.9572e-07,8.2440e-07,8.4622e-07,1.3345e-09,6.5024e-07,2.1702e-07
P8,55.00,180.00,45.00,0.00,8.6495e-07,1.0138e-06,1.0116e-06,2.1746e-09,8.0875e-07,2.7219e-07,8.8182e-07,1.0227e-06,1.0454e-06,2.0751e-09,8.1355e-07,2.7288e-07
P8,55.00,135.00,55.00,0.00,7.0225e-07,8.2283e-07,8.2585e-07,1.9632e-09,6.7534e-07,2.3025e-07,7.1602e-07,8.2983e-07,8.5376e-07,1.8834e-09,6.7934e-07,2.3085e-07
P8,55.00,135.00,45.00,0.00,8.5260e-07,1.0137e-06,1.0185e-06,2.0379e-09,8.2301e-07,2.7959e-07,8.6917e-07,1.0224e-06,1.0526e-06,1.9392e-09,8.2789e-07,2.8030e-07
P8,60.00,180.00,45.00,0.00,8.6465e-07,1.0008e-06,9.9760e-07,2.4384e-09,8.0211e-07,2.6907e-07,8.8166e-07,1.0095e-06,1.0314e-06,2.3419e-09,8.0690e-07,2.6976e-07
P8,30.00,90.00,60.00,0.00,5.7720e-07,7.0440e-07,7.1611e-07,1.1902e-09,5.8440e-07,2.0059e-07,5.8834e-07,7.1038e-07,7.4012e-07,1.1234e-09,5.8797e-07,2.0113e-07
P8,60.00,135.00,30.00,0.00,1.0076e-06,1.2036e-06,1.2123e-06,2.3005e-09,9.7275e-07,3.2621e-07,1.0271e-06,1.2139e-06,1.2532e-06,2.1879e-09,9.7864e-07,3.2713e-07
P8,55.00,0.00,45.00,0.00,8.7399e-07,1.1066e-06,1.1512e-06,1.7722e-09,1.0131e-06,3.7740e-07,8.9063e-07,1.1153e-06,1.1890e-06,1.6607e-09,1.0188e-06,3.7838e-07
P8,60.00,90.00,55.00,0.00,6.8988e-07,8.3316e-07,8.5447e-07,1.9474e-09,7.3266e-07,2.5864e-07,7.0334e-07,8.3981e-07,8.8370e-07,1.8685e-09,7.3697e-07,2.5932e-07
P8,0.00,180.00,55.00,0.00,6.6315e-07,8.1667e-07,8.2688e-07,1.1244e-09,6.5388e-07,2.2095e-07,6.7583e-07,8.2378e-07,8.5410e-07,1.0423e-09,6.5792e-07,2.2145e-07
P8,30.00,180.00,30.00,0.00,1.0596e-06,1.3049e-06,1.3110e-06,1.6224e-09,1.0062e-06,3.3434e-07,1.0797e-06,1.3164e-06,1.3529e-06,1.4745e-09,1.0123e-06,3.3519e-07
P8,0.00,180.00,30.00,0.00,1.0604e-06,1.3273e-06,1.3390e-06,1.3881e-09,1.0193e-06,3.3870e-07,1.0804e-06,1.3390e-06,1.3814e-06,1.2297e-09,1.0255e-06,3.3954e-07
P8,55.00,90.00,45.00,0.00,8.3935e-07,1.0273e-06,1.0474e-06,1.8167e-09,8.7067e-07,3.0422e-07,8.5553e-07,1.0358e-06,1.0823e-06,1.7173e-09,8.7576e-07,3.0499e-07
P8,0.00,90.00,0.00,0.00,1.2454e-06,1.5637e-06,1.5750e-06,1.5218e-09,1.1773e-06,3.8656e-07,1.2688e-06,1.5776e-06,1.6245e-06,1.3255e-09,1.1846e-06,3.8748e-07
P8,0.00,90.00,55.00,0.00,6.6315e-07,8.1667e-07,8.2688e-07,1.1244e-09,6.5388e-07,2.2095e-07,6.7583e-07,8.2378e-07,8.5410e-07,1.0423e-09,6.5792e-07,2.2145e-07
P8,45.00,90.00,45.00,0.00,8.4509e-07,1.0433e-06,1.0606e-06,1.5557e-09,8.6389e-07,2.9987e-07,8.6126e-07,1.0522e-06,1.0953e-06,1.4491e-09,8.6895e-07,3.0061e-07
P8,30.00,0.00,55.00,0.00,6.8101e-07,8.5558e-07,8.7897e-07,1.1846e-09,7.3360e-07,2.6181e-07,6.9398e-07,8.6265e-07,9.0776e-07,1.0971e-09,7.3791e-07,2.6244e-07
P8,60.00,0.00,60.00,0.00,6.7941e-07,8.6810e-07,9.2989e-07,2.0175e-09,9.0465e-07,3.5770e-07,6.9240e-07,8.7388e-07,9.6130e-07,1.9329e-09,9.0978e-07,3.5877e-07
P8,60.00,135.00,55.00,0.00,7.0756e-07,8.2026e-07,8.2318e-07,2.2151e-09,6.7761e-07,2.3059e-07,7.2154e-07,8.2713e-07,8.5133e-07,2.1353e-09,6.8164e-07,2.3120e-07
P8,60.00,45.00,30.00,0.00,1.0031e-06,1.2438e-06,1.2777e-06,2.0318e-09,1.0721e-06,3.7733e-07,1.0224e-06,1.2540e-06,1.3206e-06,1.9148e-09,1.0784e-06,3.7841e-07
P8,60.00,180.00,60.00,0.00,6.4434e-07,7.2217e-07,7.1555e-07,2.3606e-09,5.8209e-07,1.9531e-07,6.5724e-07,7.2828e-07,7.4013e-07,2.2871e-09,5.8558e-07,1.9590e-07
P8,60.00,45.00,45.00,0.00,8.5324e-07,1.0638e-06,1.1039e-06,1.9756e-09,9.6778e-07,3.5393e-07,8.6964e-07,1.0721e-06,1.1409e-06,1.8743e-09,9.7335e-07,3.5485e-07
P8,0.00,0.00,30.00,0.00,1.0604e-06,1.3273e-06,1.3390e-06,1.3881e-09,1.0193e-06,3.3870e-07,1.0804e-06,1.3390e-06,1.3814e-06,1.2297e-09,1.0255e-06,3.3954e-07
P8,60.00,90.00,45.00,0.00,8.3360e-07,1.0127e-06,1.0347e-06,2.0270e-09,8.6934e-07,3.0365e-07,8.4977e-07,1.0210e-06,1.0697e-06,1.9320e-09,8.7447e-07,3.0443e-07
P8,60.00,45.00,0.00,0.00,1.1275e-06,1.3761e-06,1.3960e-06,2.1881e-09,1.1180e-06,3.7573e-07,1.1492e-06,1.3879e-06,1.4431e-06,2.0609e-09,1.1248e-06,3.7676e-07
P8,30.00,135.00,0.00,0.00,1.2242e-06,1.5320e-06,1.5455e-06,1.6075e-09,1.1771e-06,3.9096e-07,1.2473e-06,1.5455e-06,1.5945e-06,1.4256e-09,1.1843e-06,3.9193e-07
P8,30.00,45.00,55.00,0.00,6.7606e-07,8.4432e-07,8.6441e-07,1.1924e-09,7.1399e-07,2.5165e-07,6.8896e-07,8.5138e-07,8.9281e-07,1.1070e-09,7.1823e-07,2.5226e-07
P8,0.00,45.00,0.00,0.00,1.2454e-06,1.5637e-06,1.5750e-06,1.5218e-09,1.1773e-06,3.8656e-07,1.2688e-06,1.5776e-06,1.6245e-06,1.3255e-09,1.1846e-06,3.8748e-07
P8,0.00,180.00,0.00,0.00,1.2454e-06,1.5637e-06,1.5750e-06,1.5218e-09,1.1773e-06,3.8656e-07,1.2688e-06,1.5776e-06,1.6245e-06,1.3255e-09,1.1846e-06,3.8748e-07
P8,60.00,135.00,45.00,0.00,8.4963e-07,9.9947e-07,1.0043e-06,2.2773e-09,8.1729e-07,2.7691e-07,8.6626e-07,1.0080e-06,1.0383e-06,2.1821e-09,8.2216e-07,2.7763e-07
P8,45.00,45.00,45.00,0.00,8.5394e-07,1.0745e-06,1.1036e-06,1.4791e-09,9.2348e-07,3.3079e-07,8.7017e-07,1.0834e-06,1.1395e-06,1.3668e-09,9.2879e-07,3.3161e-07
P8,30.00,0.00,0.00,0.00,1.2242e-06,1.5320e-06,1.5455e-06,1.6075e-09,1.1771e-06,3.9096e-07,1.2473e-06,1.5455e-06,1.5945e-06,1.4256e-09,1.1843e-06,3.9193e-07
P8,45.00,0.00,55.00,0.00,7.1036e-07,8.9972e-07,9.3546e-07,1.4244e-09,8.2216e-07,3.0657e-07,7.2388e-07,9.0675e-07,9.6614e-07,1.3328e-09,8.2682e-07,3.0735e-07
P8,0.00,180.00,45.00,0.00,8.4325e-07,1.0487e-06,1.0601e-06,1.2406e-09,8.2436e-07,2.7747e-07,8.5924e-07,1.0579e-06,1.0942e-06,1.1250e-09,8.2940e-07,2.7809e-07
P8,0.00,0.00,55.00,0.00,6.6315e-07,8.1667e-07,8.2688e-07,1.1244e-09,6.5388e-07,2.2095e-07,6.7583e-07,8.2378e-07,8.5410e-07,1.0423e-09,6.5792e-07,2.2145e-07
P8,0.00,135.00,55.00,0.00,6.6315e-07,8.1667e-07,8.2688e-07,1.1244e-09,6.5388e-07,2.2095e-07,6.7583e-07,8.2378e-07,8.5410e-07,1.0423e-09,6.5792e-07,2.2145e-07
P8,0.00,90.00,60.00,0.00,5.6596e-07,6.9149e-07,7.0081e-07,1.0633e-09,5.5898e-07,1.8839e-07,5.7686e-07,6.9746e-07,7.2428e-07,9.9783e-10,5.6248e-07,1.8888e-07
P9,45.00,180.00,55.00,0.00,6.8922e-07,9.2231e-07,1.0226e-06,1.2564e-07,6.6275e-07,2.7368e-07,7.0062e-07,9.2242e-07,1.0129e-06,1.2117e-07,6.6618e-07,2.7370e-07
P9,0.00,135.00,45.00,0.00,8.2508e-07,1.1642e-06,1.3100e-06,1.8650e-07,8.3997e-07,3.3954e-07,8.3837e-07,1.1642e-06,1.2976e-06,1.8131e-07,8.4456e-07,3.3950e-07
P9,60.00,0.00,30.00,0.00,1.0033e-06,1.4378e-06,1.6500e-06,2.1553e-07,1.1498e-06,5.0778e-07,1.0194e-06,1.4365e-06,1.6341e-06,2.0794e-07,1.1555e-06,5.0789e-07
P9,60.00,45.00,30.00,0.00,9.9268e-07,1.4124e-06,1.6143e-06,2.0731e-07,1.1084e-06,4.8221e-07,1.0086e-06,1.4114e-06,1.5987e-06,1.9994e-07,1.1140e-06,4.8231e-07
P9,55.00,90.00,55.00,0.00,6.8186e-07,9.5171e-07,1.0811e-06,1.3219e-07,7.4558e-07,3.2717e-07,6.9294e-07,9.5108e-07,1.0707e-06,1.2710e-07,7.4926e-07,3.2720e-07
P9,0.00,0.00,60.00,0.00,5.5595e-07,7.7682e-07,8.7646e-07,1.1075e-07,5.7051e-07,2.3532e-07,5.6495e-07,7.7661e-07,8.6810e-07,1.0698e-07,5.7364e-07,2.3535e-07
P9,55.00,180.00,55.00,0.00,7.0514e-07,9.2695e-07,1.0231e-06,1.1859e-07,6.6640e-07,2.7792e-07,7.1693e-07,9.2706e-07,1.0135e-06,1.1394e-07,6.6977e-07,2.7797e-07
P9,55.00,135.00,55.00,0.00,6.9270e-07,9.2942e-07,1.0356e-06,1.2166e-07,6.8477e-07,2.8932e-07,7.0417e-07,9.2930e-07,1.0258e-06,1.1690e-07,6.8821e-07,2.8937e-07
P9,55.00,0.00,45.00,0.00,8.7122e-07,1.2660e-06,1.4642e-06,2.0253e-07,1.0629e-06,4.8943e-07,8.8511e-07,1.2646e-06,1.4499e-06,1.9569e-07,1.0679e-06,4.8946e-07
P9,60.00,0.00,55.00,0.00,7.5780e-07,1.1168e-06,1.3180e-06,1.7349e-07,1.0277e-06,5.0411e-07,7.6984e-07,1.1146e-06,1.3049e-06,1.6660e-07,1.0324e-06,5.0412e-07
P9,60.00,135.00,0.00,0.00,1.1081e-06,1.5482e-06,1.7490e-06,2.1841e-07,1.1418e-06,4.7099e-07,1.1260e-06,1.5476e-06,1.7324e-06,2.1076e-07,1.1480e-06,4.7107e-07
P9,0.00,45.00,30.00,0.00,1.0347e-06,1.4643e-06,1.6447e-06,2.4490e-07,1.0374e-06,4.1062e-07,1.0513e-06,1.4644e-06,1.6293e-06,2.3866e-07,1.0432e-06,4.1064e-07
P9,30.00,90.00,55.00,0.00,6.6154e-07,9.2839e-07,1.0485e-06,1.3858e-07,6.9407e-07,2.9125e-07,6.7223e-07,9.2812e-07,1.0385e-06,1.3408e-07,6.9772e-07,2.9124e-07
P9,45.00,0.00,45.00,0.00,8.5752e-07,1.2415e-06,1.4238e-06,2.0464e-07,9.9822e-07,4.4417e-07,8.7121e-07,1.2406e-06,1.4100e-06,1.9841e-07,1.0031e-06,4.4418e-07
P9,30.00,90.00,60.00,0.00,5.6895e-07,7.9496e-07,8.9888e-07,1.1296e-07,5.9806e-07,2.5259e-07,5.7817e-07,7.9465e-07,8.9028e-07,1.0898e-07,6.0122e-07,2.5263e-07
P9,0.00,180.00,60.00,0.00,5.5595e-07,7.7682e-07,8.7646e-07,1.1075e-07,5.7051e-07,2.3532e-07,5.6495e-07,7.7661e-07,8.6810e-07,1.0698e-07,5.7364e-07,2.3535e-07
P9,60.00,90.00,60.00,0.00,6.0500e-07,8.3918e-07,9.5709e-07,1.0787e-07,6.7056e-07,2.9949e-07,6.1489e-07,8.3837e-07,9.4791e-07,1.0309e-07,6.7383e-07,2.9958e-07
P9,30.00,135.00,30.00,0.00,1.0323e-06,1.4457e-06,1.6197e-06,2.3392e-07,1.0293e-06,4.1102e-07,1.0490e-06,1.4458e-06,1.6045e-06,2.2761e-07,1.0349e-06,4.1106e-07
P9,30.00,0.00,55.00,0.00,6.7362e-07,9.6719e-07,1.1051e-06,1.5271e-07,7.5949e-07,3.3153e-07,6.8440e-07,9.6658e-07,1.0945e-06,1.4788e-07,7.6334e-07,3.3152e-07
P9,0.00,180.00,45.00,0.00,8.2508e-07,1.1642e-06,1.3100e-06,1.8650e-07,8.3997e-07,3.3954e-07,8.3837e-07,1.1642e-06,1.2976e-06,1.8131e-07,8.4456e-07,3.3950e-07
P9,30.00,135.00,55.00,0.00,6.6531e-07,9.1588e-07,1.0253e-06,1.3247e-07,6.6477e-07,2.7317e-07,6.7615e-07,9.1584e-07,1.0156e-06,1.2811e-07,6.6831e-07,2.7316e-07
P9,30.00,90.00,30.00,0.00,1.0294e-06,1.4559e-06,1.6380e-06,2.3947e-07,1.0514e-06,4.2456e-07,1.0460e-06,1.4559e-06,1.6226e-06,2.3307e-07,1.0571e-06,4.2460e-07
P9,60.00,135.00,55.00,0.00,6.9919e-07,9.3051e-07,1.0360e-06,1.1610e-07,6.8710e-07,2.9192e-07,7.1083e-07,9.3032e-07,1.0263e-06,1.1120e-07,6.9051e-07,2.9198e-07
P9,30.00,0.00,60.00,0.00,5.8189e-07,8.3364e-07,9.5534e-07,1.2621e-07,6.6390e-07,2.9325e-07,5.9122e-07,8.3298e-07,9.4608e-07,1.2188e-07,6.6728e-07,2.9330e-07
P9,60.00,45.00,45.00,0.00,8.4978e-07,1.2197e-06,1.4071e-06,1.8084e-07,1.0113e-06,4.6086e-07,8.6341e-07,1.2183e-06,1.3934e-06,1.7407e-07,1.0161e-06,4.6089e-07
P9,60.00,0.00,45.00,0.00,8.7591e-07,1.2736e-06,1.4815e-06,1.9679e-07,1.0963e-06,5.1366e-07,8.8989e-07,1.2719e-06,1.4669e-06,1.8954e-07,1.1014e-06,5.1369e-07
P9,30.00,0.00,0.00,0.00,1.1945e-06,1.6904e-06,1.8988e-06,2.8235e-07,1.1980e-06,4.7423e-07,1.2137e-06,1.6905e-06,1.8810e-06,2.7514e-07,1.2047e-06,4.7426e-07
P9,0.00,90.00,45.00,0.00,8.2508e-07,1.1642e-06,1.3100e-06,1.8650e-07,8.3997e-07,3.3954e-07,8.3837e-07,1.1642e-06,1.2976e-06,1.8131e-07,8.4456e-07,3.3950e-07
P9,60.00,135.00,60.00,0.00,6.1944e-07,8.1804e-07,9.0977e-07,9.8023e-08,6.0473e-07,2.5828e-07,6.2982e-07,8.1783e-07,9.0123e-07,9.3628e-08,6.0772e-07,2.5838e-07
P9,30.00,45.00,30.00,0.00,1.0302e-06,1.4702e-06,1.6605e-06,2.4613e-07,1.0777e-06,4.4059e-07,1.0468e-06,1.4700e-06,1.6448e-06,2.3962e-07,1.0834e-06,4.4064e-07
P9,0.00,0.00,55.00,0.00,6.5044e-07,9.1294e-07,1.0289e-06,1.3715e-07,6.6691e-07,2.7349e-07,6.6094e-07,9.1278e-07,1.0191e-06,1.3287e-07,6.7054e-07,2.7347e-07
P9,0.00,0.00,30.00,0.00,1.0347e-06,1.4643e-06,1.6447e-06,2.4490e-07,1.0374e-06,4.1062e-07,1.0513e-06,1.4644e-06,1.6293e-06,2.3866e-07,1.0432e-06,4.1064e-07
P9,30.00,45.00,45.00,0.00,8.3400e-07,1.1920e-06,1.3521e-06,1.9425e-07,9.0059e-07,3.7951e-07,8.4737e-07,1.1916e-06,1.3392e-06,1.8869e-07,9.0526e-07,3.7949e-07
P9,30.00,0.00,30.00,0.00,1.0320e-06,1.4779e-06,1.6718e-06,2.4941e-07,1.0904e-06,4.4836e-07,1.0485e-06,1.4776e-06,1.6560e-06,2.4284e-07,1.0962e-06,4.4841e-07
P9,60.00,90.00,55.00,0.00,6.8541e-07,9.5341e-07,1.0854e-06,1.2688e-07,7.5454e-07,3.3405e-07,6.9658e-07,9.5263e-07,1.0749e-06,1.2160e-07,7.5823e-07,3.3409e-07
P9,0.00,45.00,0.00,0.00,1.2123e-06,1.7178e-06,1.9267e-06,2.9335e-07,1.1971e-06,4.6574e-07,1.2318e-06,1.7180e-06,1.9088e-06,2.8623e-07,1.2039e-06,4.6573e-07
P9,30.00,180.00,45.00,0.00,8.3728e-07,1.1548e-06,1.2893e-06,1.7655e-07,8.2430e-07,3.3266e-07,8.5091e-07,1.1550e-06,1.2771e-06,1.7133e-07,8.2873e-07,3.3264e-07
P9,30.00,90.00,45.00,0.00,8.3013e-07,1.1708e-06,1.3198e-06,1.8537e-07,8.6284e-07,3.5634e-07,8.4351e-07,1.1706e-06,1.3073e-06,1.7998e-07,8.6739e-07,3.5632e-07
P9,30.00,45.00,55.00,0.00,6.6761e-07,9.5248e-07,1.0846e-06,1.4763e-07,7.3618e-07,3.1718e-07,6.7833e-07,9.5199e-07,1.0741e-06,1.4292e-07,7.3996e-07,3.1717e-07
P9,30.00,135.00,0.00,0.00,1.1945e-06,1.6904e-06,1.8988e-06,2.8235e-07,1.1980e-06,4.7423e-07,1.2137e-06,1.6905e-06,1.8810e-06,2.7514e-07,1.2047e-06,4.7426e-07
P9,0.00,0.00,45.00,0.00,8.2508e-07,1.1642e-06,1.3100e-06,1.8650e-07,8.3997e-07,3.3954e-07,8.3837e-07,1.1642e-06,1.2976e-06,1.8131e-07,8.4456e-07,3.3950e-07
P9,0.00,135.00,0.00,0.00,1.2123e-06,1.7178e-06,1.9267e-06,2.9335e-07,1.1971e-06,4.6574e-07,1.2318e-06,1.7180e-06,1.9088e-06,2.8623e-07,1.2039e-06,4.6573e-07
P9,0.00,90.00,30.00,0.00,1.0347e-06,1.4643e-06,1.6447e-06,2.4490e-07,1.0374e-06,4.1062e-07,1.0513e-06,1.4644e-06,1.6293e-06,2.3866e-07,1.0432e-06,4.1064e-07
P9,45.00,90.00,55.00,0.00,6.7347e-07,9.4345e-07,1.0685e-06,1.3730e-07,7.2417e-07,3.1175e-07,6.8438e-07,9.4302e-07,1.0583e-06,1.3252e-07,7.2783e-07,3.1177e-07
P9,45.00,45.00,45.00,0.00,8.4502e-07,1.2136e-06,1.3856e-06,1.9512e-07,9.5549e-07,4.1787e-07,8.5856e-07,1.2128e-06,1.3722e-06,1.8910e-07,9.6022e-07,4.1788e-07
P9,0.00,180.00,30.00,0.00,1.0347e-06,1.4643e-06,1.6447e-06,2.4490e-07,1.0374e-06,4.1062e-07,1.0513e-06,1.4644e-06,1.6293e-06,2.3866e-07,1.0432e-06,4.1064e-07
P9,45.00,180.00,45.00,0.00,8.4529e-07,1.1472e-06,1.2757e-06,1.6659e-07,8.2291e-07,3.3626e-07,8.5916e-07,1.1474e-06,1.2637e-06,1.6122e-07,8.2722e-07,3.3627e-07
P9,60.00,0.00,0.00,0.00,1.1081e-06,1.5482e-06,1.7490e-06,2.1841e-07,1.1418e-06,4.7099e-07,1.1260e-06,1.5476e-06,1.7324e-06,2.1076e-07,1.1480e-06,4.7107e-07
P9,0.00,45.00,55.00,0.00,6.5044e-07,9.1294e-07,1.0289e-06,1.3715e-07,6.6691e-07,2.7349e-07,6.6094e-07,9.1278e-07,1.0191e-06,1.3287e-07,6.7054e-07,2.7347e-07
P9,30.00,0.00,45.00,0.00,8.3815e-07,1.2040e-06,1.3691e-06,1.9885e-07,9.1987e-07,3.9134e-07,8.5157e-07,1.2035e-06,1.3560e-06,1.9319e-07,9.2460e-07,3.9133e-07
P9,60.00,180.00,55.00,0.00,7.1517e-07,9.3027e-07,1.0246e-06,1.1327e-07,6.6816e-07,2.8006e-07,7.2721e-07,9.3034e-07,1.0151e-06,1.0847e-07,6.7149e-07,2.8013e-07
P9,55.00,135.00,45.00,0.00,8.3894e-07,1.1393e-06,1.2721e-06,1.5750e-07,8.3503e-07,3.4848e-07,8.5272e-07,1.1392e-06,1.2600e-06,1.5187e-07,8.3929e-07,3.4852e-07
P9,0.00,0.00,0.00,0.00,1.2123e-06,1.7178e-06,1.9267e-06,2.9335e-07,1.1971e-06,4.6574e-07,1.2318e-06,1.7180e-06,1.9088e-06,2.8623e-07,1.2039e-06,4.6573e-07
