Profile,VZA,VAA,SZA,SAA,fy4a_ch01_Radiance,fy4a_ch02_Radiance,fy4a_ch03_Radiance,fy4a_ch04_Radiance,fy4a_ch05_Radiance,fy4a_ch06_Radiance,fy4b_ch01_Radiance,fy4b_ch02_Radiance,fy4b_ch03_Radiance,fy4b_ch04_Radiance,fy4b_ch05_Radiance,fy4b_ch06_Radiance
P23,0.00,135.00,60.00,0.00,6.1518e-07,7.8302e-07,8.1719e-07,1.1794e-09,4.7655e-07,1.5718e-07,6.2676e-07,7.8759e-07,8.3551e-07,9.1962e-10,4.8010e-07,1.5723e-07
P23,30.00,135.00,30.00,0.00,1.1743e-06,1.5179e-06,1.5729e-06,1.8967e-09,8.6044e-07,2.7184e-07,1.1960e-06,1.5271e-06,1.6066e-06,1.3000e-09,8.6702e-07,2.7184e-07
P23,45.00,180.00,45.00,0.00,9.0708e-07,1.1227e-06,1.1541e-06,1.9631e-09,6.6221e-07,2.1278e-07,9.2421e-07,1.1296e-06,1.1798e-06,1.5905e-09,6.6716e-07,2.1292e-07
P23,55.00,90.00,45.00,0.00,9.0371e-07,1.1526e-06,1.2105e-06,1.9687e-09,7.6620e-07,2.6518e-07,9.2073e-07,1.1590e-06,1.2376e-06,1.5893e-09,7.7134e-07,2.6549e-07
P23,60.00,180.00,45.00,0.00,8.7955e-07,1.0429e-06,1.0628e-06,2.4772e-09,6.2947e-07,2.0462e-07,8.9656e-07,1.0494e-06,1.0877e-06,2.1910e-09,6.3411e-07,2.0479e-07
P23,55.00,45.00,55.00,0.00,8.0589e-07,1.0715e-06,1.1585e-06,1.8818e-09,8.3479e-07,3.1822e-07,8.2092e-07,1.0764e-06,1.1839e-06,1.5036e-09,8.3955e-07,3.1878e-07
P23,30.00,135.00,55.00,0.00,7.2308e-07,9.0760e-07,9.3982e-07,1.4801e-09,5.4451e-07,1.7725e-07,7.3670e-07,9.1304e-07,9.6076e-07,1.1759e-09,5.4856e-07,1.7738e-07
P23,30.00,45.00,60.00,0.00,6.4521e-07,8.4016e-07,8.9067e-07,1.2879e-09,5.7049e-07,2.0240e-07,6.5728e-07,8.4460e-07,9.1028e-07,9.9224e-10,5.7427e-07,2.0256e-07
P23,0.00,180.00,30.00,0.00,1.2044e-06,1.5769e-06,1.6374e-06,1.7680e-09,8.7749e-07,2.7536e-07,1.2266e-06,1.5865e-06,1.6720e-06,1.1098e-09,8.8427e-07,2.7535e-07
P23,60.00,45.00,30.00,0.00,1.1134e-06,1.4486e-06,1.5359e-06,2.2519e-09,9.8865e-07,3.4899e-07,1.1342e-06,1.4563e-06,1.5705e-06,1.7707e-09,9.9510e-07,3.4928e-07
P23,60.00,90.00,55.00,0.00,7.2862e-07,9.1251e-07,9.6243e-07,2.0139e-09,6.4679e-07,2.3101e-07,7.4256e-07,9.1732e-07,9.8478e-07,1.7493e-09,6.5097e-07,2.3133e-07
P23,0.00,45.00,45.00,0.00,9.4211e-07,1.2249e-06,1.2753e-06,1.5027e-09,7.1083e-07,2.2846e-07,9.5955e-07,1.2321e-06,1.3027e-06,1.0220e-09,7.1617e-07,2.2861e-07
P23,45.00,0.00,45.00,0.00,9.9233e-07,1.3281e-06,1.4175e-06,1.7838e-09,9.3397e-07,3.4060e-07,1.0106e-06,1.3348e-06,1.4474e-06,1.2445e-09,9.3965e-07,3.4111e-07
P23,55.00,45.00,45.00,0.00,9.6298e-07,1.2732e-06,1.3617e-06,1.9833e-09,9.2357e-07,3.3924e-07,9.8089e-07,1.2795e-06,1.3914e-06,1.5206e-09,9.2915e-07,3.3977e-07
P23,30.00,45.00,45.00,0.00,9.5551e-07,1.2588e-06,1.3243e-06,1.5702e-09,7.9410e-07,2.7021e-07,9.7316e-07,1.2659e-06,1.3524e-06,1.0647e-09,7.9955e-07,2.7049e-07
P23,60.00,45.00,45.00,0.00,9.5855e-07,1.2636e-06,1.3581e-06,2.1712e-09,9.4890e-07,3.5330e-07,9.7647e-07,1.2697e-06,1.3884e-06,1.7423e-09,9.5452e-07,3.5389e-07
P23,30.00,135.00,60.00,0.00,6.1425e-07,7.6100e-07,7.8712e-07,1.3739e-09,4.6145e-07,1.5117e-07,6.2593e-07,7.6556e-07,8.0501e-07,1.1373e-09,4.6490e-07,1.5120e-07
P23,0.00,90.00,55.00,0.00,7.2856e-07,9.3650e-07,9.7679e-07,1.2900e-09,5.6106e-07,1.8342e-07,7.4216e-07,9.4199e-07,9.9823e-07,9.5480e-10,5.6523e-07,1.8356e-07
P23,0.00,0.00,55.00,0.00,7.2856e-07,9.3650e-07,9.7679e-07,1.2900e-09,5.6106e-07,1.8342e-07,7.4216e-07,9.4199e-07,9.9823e-07,9.5480e-10,5.6523e-07,1.8356e-07
P23,60.00,0.00,45.00,0.00,1.0146e-06,1.3656e-06,1.4837e-06,2.2652e-09,1.0802e-06,4.1585e-07,1.0334e-06,1.3716e-06,1.5162e-06,1.7731e-09,1.0862e-06,4.1664e-07
P23,60.00,90.00,60.00,0.00,6.3753e-07,7.9202e-07,8.3641e-07,1.9396e-09,5.7355e-07,2.0752e-07,6.4981e-07,7.9610e-07,8.5609e-07,1.7203e-09,5.7722e-07,2.0771e-07
P23,0.00,135.00,45.00,0.00,9.4211e-07,1.2249e-06,1.2753e-06,1.5027e-09,7.1083e-07,2.2846e-07,9.5955e-07,1.2321e-06,1.3027e-06,1.0220e-09,7.1617e-07,2.2861e-07
P23,30.00,45.00,55.00,0.00,7.5526e-07,9.8973e-07,1.0465e-06,1.3866e-09,6.5535e-07,2.2926e-07,7.6931e-07,9.9507e-07,1.0691e-06,1.0155e-09,6.5971e-07,2.2954e-07
P23,60.00,0.00,30.00,0.00,1.1392e-06,1.4978e-06,1.5968e-06,2.2777e-09,1.0521e-06,3.7909e-07,1.1605e-06,1.5055e-06,1.6324e-06,1.7632e-09,1.0587e-06,3.7946e-07
P24,30.00,90.00,0.00,0.00,1.3892e-06,1.7840e-06,1.8141e-06,1.4896e-09,1.0046e-06,3.0339e-07,1.4156e-06,1.7976e-06,1.8641e-06,1.1320e-09,1.0126e-06,3.0350e-07
P24,60.00,135.00,60.00,0.00,6.2523e-07,7.0959e-07,7.0530e-07,1.8567e-09,4.5786e-07,1.4727e-07,6.3794e-07,7.1510e-07,7.2734e-07,1.7768e-09,4.6127e-07,1.4741e-07
P24,0.00,0.00,45.00,0.00,9.4123e-07,1.1998e-06,1.2230e-06,1.1235e-09,7.0423e-07,2.1755e-07,9.5919e-07,1.2088e-06,1.2572e-06,9.0149e-10,7.0968e-07,2.1778e-07
P24,30.00,0.00,30.00,0.00,1.2007e-06,1.5587e-06,1.5993e-06,1.2997e-09,9.4590e-07,3.0136e-07,1.2234e-06,1.5701e-06,1.6432e-06,9.8565e-10,9.5286e-07,3.0158e-07
P24,0.00,135.00,0.00,0.00,1.4313e-06,1.8453e-06,1.8734e-06,1.4417e-09,1.0025e-06,2.9716e-07,1.4583e-06,1.8594e-06,1.9244e-06,1.0479e-09,1.0107e-06,2.9723e-07
P24,0.00,180.00,45.00,0.00,9.4123e-07,1.1998e-06,1.2230e-06,1.1235e-09,7.0423e-07,2.1755e-07,9.5919e-07,1.2088e-06,1.2572e-06,9.0149e-10,7.0968e-07,2.1778e-07
P24,60.00,0.00,55.00,0.00,8.9522e-07,1.2050e-06,1.3043e-06,1.7924e-09,1.0639e-06,4.0826e-07,9.1231e-07,1.2117e-06,1.3421e-06,1.6097e-09,1.0697e-06,4.0935e-07
P24,45.00,90.00,55.00,0.00,7.3291e-07,9.1551e-07,9.3979e-07,1.2684e-09,6.1435e-07,2.0350e-07,7.4717e-07,9.2213e-07,9.6723e-07,1.1322e-09,6.1868e-07,2.0382e-07
P24,0.00,45.00,30.00,0.00,1.2034e-06,1.5458e-06,1.5724e-06,1.2901e-09,8.6996e-07,2.6302e-07,1.2262e-06,1.5576e-06,1.6156e-06,9.7660e-10,8.7687e-07,2.6312e-07
P24,0.00,90.00,30.00,0.00,1.2034e-06,1.5458e-06,1.5724e-06,1.2901e-09,8.6996e-07,2.6302e-07,1.2262e-06,1.5576e-06,1.6156e-06,9.7660e-10,8.7687e-07,2.6312e-07
P24,60.00,45.00,60.00,0.00,7.2745e-07,9.4891e-07,1.0166e-06,1.6777e-09,8.1127e-07,3.0371e-07,7.4157e-07,9.5446e-07,1.0469e-06,1.5504e-09,8.1600e-07,3.0430e-07
P24,0.00,45.00,55.00,0.00,7.2781e-07,9.1649e-07,9.3501e-07,9.9470e-10,5.5534e-07,1.7403e-07,7.4184e-07,9.2337e-07,9.6185e-07,8.4519e-10,5.5962e-07,1.7423e-07
P24,60.00,180.00,30.00,0.00,1.0619e-06,1.2709e-06,1.2769e-06,2.0695e-09,7.6600e-07,2.3531e-07,1.0829e-06,1.2808e-06,1.3154e-06,1.9051e-09,7.7199e-07,2.3546e-07
P24,60.00,180.00,0.00,0.00,1.2250e-06,1.5246e-06,1.5550e-06,1.9011e-09,9.4325e-07,2.9574e-07,1.2489e-06,1.5361e-06,1.6014e-06,1.6904e-09,9.5045e-07,2.9598e-07
P24,60.00,45.00,30.00,0.00,1.1118e-06,1.4162e-06,1.4680e-06,1.7790e-09,9.7750e-07,3.2963e-07,1.1334e-06,1.4262e-06,1.5112e-06,1.5722e-09,9.8417e-07,3.3005e-07
P24,55.00,0.00,45.00,0.00,1.0077e-06,1.3271e-06,1.4005e-06,1.5858e-09,1.0175e-06,3.6805e-07,1.0270e-06,1.3356e-06,1.4402e-06,1.3617e-09,1.0236e-06,3.6888e-07
P24,30.00,90.00,60.00,0.00,6.2162e-07,7.7326e-07,7.9133e-07,1.0353e-09,4.9991e-07,1.6225e-07,6.3375e-07,7.7895e-07,8.1460e-07,9.2322e-10,5.0361e-07,1.6240e-07
P24,30.00,45.00,45.00,0.00,9.5443e-07,1.2326e-06,1.2693e-06,1.1680e-09,7.8645e-07,2.5689e-07,9.7262e-07,1.2415e-06,1.3047e-06,9.3808e-10,7.9204e-07,2.5726e-07
P24,30.00,45.00,0.00,0.00,1.3892e-06,1.7840e-06,1.8141e-06,1.4896e-09,1.0046e-06,3.0339e-07,1.4156e-06,1.7976e-06,1.8641e-06,1.1320e-09,1.0126e-06,3.0350e-07
P24,30.00,180.00,0.00,0.00,1.3892e-06,1.7840e-06,1.8141e-06,1.4896e-09,1.0046e-06,3.0339e-07,1.4156e-06,1.7976e-06,1.8641e-06,1.1320e-09,1.0126e-06,3.0350e-07
P24,0.00,180.00,0.00,0.00,1.4313e-06,1.8453e-06,1.8734e-06,1.4417e-09,1.0025e-06,2.9716e-07,1.4583e-06,1.8594e-06,1.9244e-06,1.0479e-09,1.0107e-06,2.9723e-07
P24,30.00,45.00,30.00,0.00,1.1935e-06,1.5432e-06,1.5804e-06,1.3132e-09,9.2663e-07,2.9256e-07,1.2161e-06,1.5546e-06,1.6239e-06,1.0066e-09,9.3354e-07,2.9276e-07
P24,55.00,90.00,55.00,0.00,7.3083e-07,9.0348e-07,9.2951e-07,1.4928e-09,6.3315e-07,2.1364e-07,7.4517e-07,9.0990e-07,9.5725e-07,1.3709e-09,6.3749e-07,2.1401e-07
P24,60.00,180.00,45.00,0.00,8.7887e-07,1.0197e-06,1.0145e-06,2.0900e-09,6.2180e-07,1.9264e-07,8.9642e-07,1.0277e-06,1.0454e-06,1.9645e-09,6.2659e-07,1.9288e-07
P24,30.00,0.00,45.00,0.00,9.6627e-07,1.2558e-06,1.2973e-06,1.1609e-09,8.1536e-07,2.7004e-07,9.8465e-07,1.2647e-06,1.3332e-06,9.2129e-10,8.2103e-07,2.7046e-07
P24,30.00,0.00,0.00,0.00,1.3892e-06,1.7840e-06,1.8141e-06,1.4896e-09,1.0046e-06,3.0339e-07,1.4156e-06,1.7976e-06,1.8641e-06,1.1320e-09,1.0126e-06,3.0350e-07
P24,55.00,0.00,55.00,0.00,8.6747e-07,1.1587e-06,1.2414e-06,1.5653e-09,9.7111e-07,3.6633e-07,8.8403e-07,1.1655e-06,1.2768e-06,1.3770e-09,9.7655e-07,3.6725e-07
P24,30.00,135.00,30.00,0.00,1.1733e-06,1.4874e-06,1.5092e-06,1.4278e-09,8.5266e-07,2.5915e-07,1.1957e-06,1.4987e-06,1.5513e-06,1.1484e-09,8.5937e-07,2.5925e-07
P24,55.00,45.00,55.00,0.00,8.0456e-07,1.0468e-06,1.1062e-06,1.4978e-09,8.2483e-07,2.9965e-07,8.2007e-07,1.0534e-06,1.1383e-06,1.3391e-09,8.2981e-07,3.0033e-07
P24,60.00,45.00,0.00,0.00,1.2250e-06,1.5246e-06,1.5550e-06,1.9011e-09,9.4325e-07,2.9574e-07,1.2489e-06,1.5361e-06,1.6014e-06,1.6904e-09,9.5045e-07,2.9598e-07
P24,60.00,135.00,0.00,0.00,1.2250e-06,1.5246e-06,1.5550e-06,1.9011e-09,9.4325e-07,2.9574e-07,1.2489e-06,1.5361e-06,1.6014e-06,1.6904e-09,9.5045e-07,2.9598e-07
P24,60.00,135.00,30.00,0.00,1.0611e-06,1.2846e-06,1.2979e-06,1.9810e-09,7.9063e-07,2.4613e-07,1.0820e-06,1.2945e-06,1.3369e-06,1.8126e-09,7.9671e-07,2.4631e-07
P24,45.00,180.00,45.00,0.00,9.0639e-07,1.0989e-06,1.1045e-06,1.5845e-09,6.5524e-07,2.0161e-07,9.2405e-07,1.1075e-06,1.1366e-06,1.4175e-09,6.6032e-07,2.0182e-07
P24,60.00,90.00,0.00,0.00,1.2250e-06,1.5246e-06,1.5550e-06,1.9011e-09,9.4325e-07,2.9574e-07,1.2489e-06,1.5361e-06,1.6014e-06,1.6904e-09,9.5045e-07,2.9598e-07
P24,60.00,180.00,60.00,0.00,6.3408e-07,6.9719e-07,6.8135e-07,2.0248e-09,4.2726e-07,1.3402e-07,6.4707e-07,7.0282e-07,7.0269e-07,1.9467e-09,4.3054e-07,1.3413e-07
P24,30.00,135.00,45.00,0.00,9.2539e-07,1.1572e-06,1.1734e-06,1.2967e-09,6.8512e-07,2.1127e-07,9.4319e-07,1.1660e-06,1.2067e-06,1.0987e-09,6.9042e-07,2.1149e-07
P24,0.00,0.00,60.00,0.00,6.1451e-07,7.6577e-07,7.8120e-07,9.2944e-10,4.7136e-07,1.4874e-07,6.2646e-07,7.7153e-07,8.0411e-07,8.1623e-10,4.7501e-07,1.4884e-07
P24,60.00,0.00,60.00,0.00,8.2170e-07,1.1207e-06,1.2281e-06,1.7905e-09,1.0457e-06,4.1019e-07,8.3736e-07,1.1265e-06,1.2640e-06,1.6273e-09,1.0512e-06,4.1112e-07
P24,0.00,90.00,45.00,0.00,9.4123e-07,1.1998e-06,1.2230e-06,1.1235e-09,7.0423e-07,2.1755e-07,9.5919e-07,1.2088e-06,1.2572e-06,9.0149e-10,7.0968e-07,2.1778e-07
P24,30.00,180.00,45.00,0.00,9.2424e-07,1.1474e-06,1.1596e-06,1.3421e-09,6.6987e-07,2.0449e-07,9.4204e-07,1.1563e-06,1.1926e-06,1.1484e-09,6.7512e-07,2.0469e-07
P24,30.00,135.00,55.00,0.00,7.2242e-07,8.8803e-07,8.9901e-07,1.1805e-09,5.3871e-07,1.6785e-07,7.3647e-07,8.9482e-07,9.2517e-07,1.0458e-09,5.4287e-07,1.6805e-07
P24,60.00,90.00,55.00,0.00,7.2762e-07,8.9109e-07,9.1757e-07,1.6744e-09,6.3849e-07,2.1686e-07,7.4202e-07,8.9736e-07,9.4548e-07,1.5633e-09,6.4284e-07,2.1726e-07
P24,0.00,0.00,30.00,0.00,1.2034e-06,1.5458e-06,1.5724e-06,1.2901e-09,8.6996e-07,2.6302e-07,1.2262e-06,1.5576e-06,1.6156e-06,9.7660e-10,8.7687e-07,2.6312e-07
P24,0.00,180.00,55.00,0.00,7.2781e-07,9.1649e-07,9.3501e-07,9.9470e-10,5.5534e-07,1.7403e-07,7.4184e-07,9.2337e-07,9.6185e-07,8.4519e-10,5.5962e-07,1.7423e-07
P24,30.00,180.00,60.00,0.00,6.1380e-07,7.3600e-07,7.3972e-07,1.1658e-09,4.4199e-07,1.3650e-07,6.2589e-07,7.4174e-07,7.6174e-07,1.0655e-09,4.4549e-07,1.3657e-07
P24,0.00,180.00,30.00,0.00,1.2034e-06,1.5458e-06,1.5724e-06,1.2901e-09,8.6996e-07,2.6302e-07,1.2262e-06,1.5576e-06,1.6156e-06,9.7660e-10,8.7687e-07,2.6312e-07
P24,30.00,90.00,45.00,0.00,9.3482e-07,1.1886e-06,1.2147e-06,1.2134e-09,7.2930e-07,2.3105e-07,9.5272e-07,1.1975e-06,1.2489e-06,1.0019e-09,7.3473e-07,2.3134e-07
P24,60.00,135.00,45.00,0.00,8.7415e-07,1.0345e-06,1.0395e-06,1.9530e-09,6.5229e-07,2.0591e-07,8.9152e-07,1.0425e-06,1.0711e-06,1.8237e-09,6.5719e-07,2.0619e-07
P24,45.00,0.00,55.00,0.00,8.1888e-07,1.0786e-06,1.1381e-06,1.2780e-09,8.2525e-07,2.9912e-07,8.3452e-07,1.0855e-06,1.1701e-06,1.0916e-09,8.3023e-07,2.9978e-07
P24,45.00,45.00,55.00,0.00,7.8118e-07,1.0115e-06,1.0579e-06,1.2472e-09,7.4069e-07,2.6044e-07,7.9619e-07,1.0183e-06,1.0881e-06,1.0816e-09,7.4541e-07,2.6097e-07
P24,0.00,0.00,55.00,0.00,7.2781e-07,9.1649e-07,9.3501e-07,9.9470e-10,5.5534e-07,1.7403e-07,7.4184e-07,9.2337e-07,9.6185e-07,8.4519e-10,5.5962e-07,1.7423e-07
P24,60.00,90.00,30.00,0.00,1.0737e-06,1.3340e-06,1.3653e-06,1.8325e-09,8.6629e-07,2.7967e-07,1.0946e-06,1.3439e-06,1.4060e-06,1.6497e-09,8.7261e-07,2.7994e-07
P24,45.00,135.00,55.00,0.00,7.2012e-07,8.6673e-07,8.7354e-07,1.4095e-09,5.4035e-07,1.7073e-07,7.3427e-07,8.7339e-07,8.9938e-07,1.2883e-09,5.4442e-07,1.7095e-07
P24,60.00,0.00,30.00,0.00,1.1376e-06,1.4643e-06,1.5265e-06,1.7861e-09,1.0403e-06,3.5811e-07,1.1595e-06,1.4744e-06,1.5710e-06,1.5652e-09,1.0472e-06,3.5862e-07
P24,30.00,0.00,60.00,0.00,6.5949e-07,8.4947e-07,8.8525e-07,1.0125e-09,6.0039e-07,2.0779e-07,6.7220e-07,8.5527e-07,9.1069e-07,8.7647e-10,6.0441e-07,2.0807e-07
P24,30.00,45.00,55.00,0.00,7.5431e-07,9.6823e-07,1.0014e-06,1.0616e-09,6.4848e-07,2.1719e-07,7.6880e-07,9.7507e-07,1.0298e-06,8.9825e-10,6.5298e-07,2.1755e-07
P24,30.00,90.00,30.00,0.00,1.1809e-06,1.5124e-06,1.5418e-06,1.3609e-09,8.8677e-07,2.7451e-07,1.2034e-06,1.5238e-06,1.5846e-06,1.0692e-09,8.9358e-07,2.7466e-07
P24,0.00,90.00,0.00,0.00,1.4313e-06,1.8453e-06,1.8734e-06,1.4417e-09,1.0025e-06,2.9716e-07,1.4583e-06,1.8594e-06,1.9244e-06,1.0479e-09,1.0107e-06,2.9723e-07
P24,0.00,90.00,60.00,0.00,6.1451e-07,7.6577e-07,7.8120e-07,9.2944e-10,4.7136e-07,1.4874e-07,6.2646e-07,7.7153e-07,8.0411e-07,8.1623e-10,4.7501e-07,1.4884e-07
P24,45.00,90.00,45.00,0.00,9.2165e-07,1.1641e-06,1.1929e-06,1.3692e-09,7.5166e-07,2.4453e-07,9.3942e-07,1.1726e-06,1.2270e-06,1.1784e-09,7.5704e-07,2.4489e-07
P24,60.00,0.00,0.00,0.00,1.2250e-06,1.5246e-06,1.5550e-06,1.9011e-09,9.4325e-07,2.9574e-07,1.2489e-06,1.5361e-06,1.6014e-06,1.6904e-09,9.5045e-07,2.9598e-07
P24,45.00,180.00,55.00,0.00,7.2192e-07,8.5434e-07,8.5404e-07,1.5010e-09,5.1748e-07,1.6069e-07,7.3617e-07,8.6105e-07,8.7939e-07,1.3838e-09,5.2148e-07,1.6088e-07
P24,0.00,45.00,60.00,0.00,6.1451e-07,7.6577e-07,7.8120e-07,9.2944e-10,4.7136e-07,1.4874e-07,6.2646e-07,7.7153e-07,8.0411e-07,8.1623e-10,4.7501e-07,1.4884e-07
P24,55.00,135.00,45.00,0.00,8.8743e-07,1.0673e-06,1.0755e-06,1.7543e-09,6.6631e-07,2.1011e-07,9.0488e-07,1.0755e-06,1.1075e-06,1.6080e-09,6.7131e-07,2.1038e-07
P24,55.00,180.00,45.00,0.00,8.8993e-07,1.0522e-06,1.0516e-06,1.8690e-09,6.3812e-07,1.9776e-07,9.0751e-07,1.0605e-06,1.0830e-06,1.7274e-09,6.4303e-07,1.9800e-07
P24,55.00,45.00,45.00,0.00,9.6156e-07,1.2448e-06,1.3019e-06,1.5486e-09,9.1327e-07,3.2048e-07,9.8005e-07,1.2531e-06,1.3393e-06,1.3493e-09,9.1906e-07,3.2113e-07
P24,60.00,90.00,60.00,0.00,6.3662e-07,7.7303e-07,7.9662e-07,1.6319e-09,5.6582e-07,1.9434e-07,6.4930e-07,7.7840e-07,8.2118e-07,1.5402e-09,5.6966e-07,1.9460e-07
P24,30.00,0.00,55.00,0.00,7.6906e-07,9.9591e-07,1.0347e-06,1.0625e-09,6.8351e-07,2.3317e-07,7.8379e-07,1.0028e-06,1.0639e-06,8.8938e-10,6.8812e-07,2.3358e-07
P24,0.00,180.00,60.00,0.00,6.1451e-07,7.6577e-07,7.8120e-07,9.2944e-10,4.7136e-07,1.4874e-07,6.2646e-07,7.7153e-07,8.0411e-07,8.1623e-10,4.7501e-07,1.4884e-07
P24,60.00,0.00,45.00,0.00,1.0128e-06,1.3343e-06,1.4175e-06,1.7862e-09,1.0675e-06,3.9187e-07,1.0323e-06,1.3426e-06,1.4584e-06,1.5790e-09,1.0738e-06,3.9280e-07
P24,30.00,90.00,55.00,0.00,7.3141e-07,9.1924e-07,9.4063e-07,1.0963e-09,5.8418e-07,1.8814e-07,7.4556e-07,9.2602e-07,9.6775e-07,9.5036e-10,5.8848e-07,1.8840e-07
P24,30.00,135.00,60.00,0.00,6.1367e-07,7.4414e-07,7.5199e-07,1.1169e-09,4.5622e-07,1.4278e-07,6.2572e-07,7.4985e-07,7.7431e-07,1.0140e-09,4.5977e-07,1.4287e-07
P24,55.00,90.00,45.00,0.00,9.0262e-07,1.1270e-06,1.1569e-06,1.5769e-09,7.5753e-07,2.5042e-07,9.2019e-07,1.1351e-06,1.1908e-06,1.4128e-09,7.6284e-07,2.5083e-07
P24,60.00,135.00,55.00,0.00,7.1420e-07,8.2483e-07,8.2376e-07,1.8971e-09,5.2921e-07,1.6911e-07,7.2856e-07,8.3121e-07,8.4916e-07,1.8001e-09,5.3314e-07,1.6936e-07
P24,55.00,180.00,55.00,0.00,7.2020e-07,8.2615e-07,8.1841e-07,1.8153e-09,5.0527e-07,1.5747e-07,7.3463e-07,8.3272e-07,8.4328e-07,1.7127e-09,5.0915e-07,1.5766e-07
P24,60.00,45.00,45.00,0.00,9.5704e-07,1.2346e-06,1.2971e-06,1.7318e-09,9.3766e-07,3.3285e-07,9.7555e-07,1.2427e-06,1.3351e-06,1.5510e-09,9.4352e-07,3.3357e-07
P24,30.00,180.00,30.00,0.00,1.1710e-06,1.4777e-06,1.4964e-06,1.4608e-09,8.3944e-07,2.5319e-07,1.1934e-06,1.4891e-06,1.5383e-06,1.1861e-09,8.4612e-07,2.5328e-07
P24,0.00,45.00,45.00,0.00,9.4123e-07,1.1998e-06,1.2230e-06,1.1235e-09,7.0423e-07,2.1755e-07,9.5919e-07,1.2088e-06,1.2572e-06,9.0149e-10,7.0968e-07,2.1778e-07
P24,0.00,45.00,0.00,0.00,1.4313e-06,1.8453e-06,1.8734e-06,1.4417e-09,1.0025e-06,2.9716e-07,1.4583e-06,1.8594e-06,1.9244e-06,1.0479e-09,1.0107e-06,2.9723e-07
P24,60.00,45.00,55.00,0.00,8.1440e-07,1.0597e-06,1.1271e-06,1.6987e-09,8.6925e-07,3.1985e-07,8.3017e-07,1.0662e-06,1.1603e-06,1.5496e-09,8.7440e-07,3.2061e-07
P24,0.00,90.00,55.00,0.00,7.2781e-07,9.1649e-07,9.3501e-07,9.9470e-10,5.5534e-07,1.7403e-07,7.4184e-07,9.2337e-07,9.6185e-07,8.4519e-10,5.5962e-07,1.7423e-07
P24,45.00,135.00,45.00,0.00,9.0741e-07,1.1145e-06,1.1270e-06,1.5037e-09,6.7989e-07,2.1256e-07,9.2503e-07,1.1231e-06,1.1596e-06,1.3309e-09,6.8505e-07,2.1281e-07
P24,45.00,45.00,45.00,0.00,9.6259e-07,1.2482e-06,1.2961e-06,1.3269e-09,8.6035e-07,2.9365e-07,9.8099e-07,1.2568e-06,1.3326e-06,1.1059e-09,8.6605e-07,2.9418e-07
P24,30.00,135.00,0.00,0.00,1.3892e-06,1.7840e-06,1.8141e-06,1.4896e-09,1.0046e-06,3.0339e-07,1.4156e-06,1.7976e-06,1.8641e-06,1.1320e-09,1.0126e-06,3.0350e-07
P24,60.00,180.00,55.00,0.00,7.2145e-07,8.1065e-07,7.9820e-07,2.0575e-09,4.9738e-07,1.5530e-07,7.3607e-07,8.1715e-07,8.2288e-07,1.9632e-09,5.0119e-07,1.5550e-07
P24,0.00,135.00,30.00,0.00,1.2034e-06,1.5458e-06,1.5724e-06,1.2901e-09,8.6996e-07,2.6302e-07,1.2262e-06,1.5576e-06,1.6156e-06,9.7660e-10,8.7687e-07,2.6312e-07
P24,0.00,135.00,45.00,0.00,9.4123e-07,1.1998e-06,1.2230e-06,1.1235e-09,7.0423e-07,2.1755e-07,9.5919e-07,1.2088e-06,1.2572e-06,9.0149e-10,7.0968e-07,2.1778e-07
P24,0.00,135.00,55.00,0.00,7.2781e-07,9.1649e-07,9.3501e-07,9.9470e-10,5.5534e-07,1.7403e-07,7.4184e-07,9.2337e-07,9.6185e-07,8.4519e-10,5.5962e-07,1.7423e-07
P24,45.00,0.00,45.00,0.00,9.9095e-07,1.2996e-06,1.3575e-06,1.3389e-09,9.2442e-07,3.2294e-07,1.0098e-06,1.3083e-06,1.3953e-06,1.0993e-09,9.3029e-07,3.2358e-07
P24,30.00,45.00,60.00,0.00,6.4434e-07,8.2136e-07,8.5121e-07,1.0074e-09,5.6413e-07,1.9125e-07,6.5681e-07,8.2711e-07,8.7587e-07,8.8025e-10,5.6804e-07,1.9148e-07
P24,0.00,0.00,0.00,0.00,1.4313e-06,1.8453e-06,1.8734e-06,1.4417e-09,1.0025e-06,2.9716e-07,1.4583e-06,1.8594e-06,1.9244e-06,1.0479e-09,1.0107e-06,2.9723e-07
P24,55.00,135.00,55.00,0.00,7.1661e-07,8.4233e-07,8.4463e-07,1.6833e-09,5.3609e-07,1.7098e-07,7.3088e-07,8.4882e-07,8.7019e-07,1.5767e-09,5.4008e-07,1.7122e-07
P24,30.00,180.00,55.00,0.00,7.2134e-07,8.7778e-07,8.8443e-07,1.2289e-09,5.2263e-07,1.6070e-07,7.3540e-07,8.8459e-07,9.1025e-07,1.0980e-09,5.2674e-07,1.6087e-07
P24,60.00,90.00,45.00,0.00,8.8849e-07,1.0981e-06,1.1280e-06,1.7484e-09,7.5357e-07,2.5042e-07,9.0593e-07,1.1060e-06,1.1618e-06,1.6030e-09,7.5883e-07,2.5084e-07
P24,0.00,135.00,60.00,0.00,6.1451e-07,7.6577e-07,7.8120e-07,9.2944e-10,4.7136e-07,1.4874e-07,6.2646e-07,7.7153e-07,8.0411e-07,8.1623e-10,4.7501e-07,1.4884e-07
P25,0.00,135.00,45.00,0.00,9.4303e-07,1.2242e-06,1.2608e-06,1.4157e-09,7.0945e-07,2.2632e-07,9.6051e-07,1.2324e-06,1.2900e-06,1.0125e-09,7.1481e-07,2.2649e-07
