Profile,VZA,VAA,SZA,SAA,fy4a_ch07_Radiance,fy4a_ch09_Radiance,fy4a_ch10_Radiance,fy4a_ch11_Radiance,fy4a_ch12_Radiance,fy4a_ch13_Radiance,fy4a_ch14_Radiance,fy4b_ch07_Radiance,fy4b_ch09_Radiance,fy4b_ch10_Radiance,fy4b_ch12_Radiance,fy4b_ch13_Radiance,fy4b_ch14_Radiance,fy4b_ch15_Radiance
P1,30.00,90.00,0.00,0.00,6.2068e-08,3.2444e-07,1.0660e-06,5.3198e-06,1.0593e-05,1.0579e-05,8.7087e-06,6.1935e-08,2.9439e-07,7.7750e-07,5.3581e-06,9.0777e-06,1.0476e-05,9.8179e-06
P1,0.00,135.00,30.00,0.00,5.7952e-08,3.3895e-07,1.1069e-06,5.3513e-06,1.0642e-05,1.0628e-05,8.9485e-06,5.7887e-08,3.0782e-07,8.0771e-07,5.3832e-06,9.1112e-06,1.0521e-05,9.9988e-06
P1,60.00,90.00,60.00,0.00,5.9139e-08,2.7283e-07,9.1855e-07,5.1589e-06,1.0334e-05,1.0321e-05,7.7140e-06,5.9192e-08,2.4676e-07,6.6791e-07,5.2253e-06,8.9008e-06,1.0236e-05,9.0165e-06
P1,60.00,0.00,60.00,0.00,5.9539e-08,2.7283e-07,9.1855e-07,5.1590e-06,1.0334e-05,1.0321e-05,7.7140e-06,5.9584e-08,2.4676e-07,6.6791e-07,5.2253e-06,8.9008e-06,1.0236e-05,9.0165e-06
P1,60.00,45.00,60.00,0.00,5.9423e-08,2.7283e-07,9.1855e-07,5.1590e-06,1.0334e-05,1.0321e-05,7.7140e-06,5.9470e-08,2.4676e-07,6.6791e-07,5.2253e-06,8.9008e-06,1.0236e-05,9.0165e-06
P1,60.00,180.00,30.00,0.00,6.7687e-08,2.7283e-07,9.1855e-07,5.1593e-06,1.0334e-05,1.0321e-05,7.7140e-06,6.7598e-08,2.4676e-07,6.6791e-07,5.2256e-06,8.9011e-06,1.0236e-05,9.0165e-06
P1,60.00,135.00,0.00,0.00,7.0542e-08,2.7283e-07,9.1855e-07,5.1593e-06,1.0334e-05,1.0321e-05,7.7140e-06,7.0391e-08,2.4676e-07,6.6791e-07,5.2257e-06,8.9012e-06,1.0236e-05,9.0165e-06
P2,30.00,90.00,0.00,0.00,5.5838e-08,3.2556e-07,1.1400e-06,5.0710e-06,1.0367e-05,1.0353e-05,7.8825e-06,5.5747e-08,2.9368e-07,8.1500e-07,5.1279e-06,8.8502e-06,1.0261e-05,9.0798e-06
P2,0.00,180.00,0.00,0.00,5.4092e-08,3.4200e-07,1.1886e-06,5.1233e-06,1.0432e-05,1.0418e-05,8.0967e-06,5.4030e-08,3.0879e-07,8.5329e-07,5.1736e-06,8.9085e-06,1.0324e-05,9.2590e-06
P2,30.00,180.00,0.00,0.00,5.5838e-08,3.2556e-07,1.1400e-06,5.0710e-06,1.0367e-05,1.0353e-05,7.8825e-06,5.5747e-08,2.9368e-07,8.1500e-07,5.1279e-06,8.8502e-06,1.0261e-05,9.0798e-06
P2,30.00,0.00,0.00,0.00,5.5838e-08,3.2556e-07,1.1400e-06,5.0710e-06,1.0367e-05,1.0353e-05,7.8825e-06,5.5747e-08,2.9368e-07,8.1500e-07,5.1279e-06,8.8502e-06,1.0261e-05,9.0798e-06
P2,0.00,0.00,0.00,0.00,5.4092e-08,3.4200e-07,1.1886e-06,5.1233e-06,1.0432e-05,1.0418e-05,8.0967e-06,5.4030e-08,3.0879e-07,8.5329e-07,5.1736e-06,8.9085e-06,1.0324e-05,9.2590e-06
P2,30.00,180.00,60.00,0.00,4.9743e-08,3.2555e-07,1.1400e-06,5.0708e-06,1.0367e-05,1.0353e-05,7.8824e-06,4.9764e-08,2.9368e-07,8.1500e-07,5.1277e-06,8.8500e-06,1.0261e-05,9.0798e-06
