Profile,VZA,VAA,SZA,SAA,fy4a_ch01_Radiance,fy4a_ch02_Radiance,fy4a_ch03_Radiance,fy4a_ch04_Radiance,fy4a_ch05_Radiance,fy4a_ch06_Radiance,fy4b_ch01_Radiance,fy4b_ch02_Radiance,fy4b_ch03_Radiance,fy4b_ch04_Radiance,fy4b_ch05_Radiance,fy4b_ch06_Radiance
P23,0.00,0.00,60.00,0.00,3.7540e-07,4.5226e-07,4.5591e-07,9.6789e-10,4.5385e-07,1.8295e-07,3.8258e-07,4.5605e-07,4.7038e-07,9.1897e-10,4.5490e-07,1.8377e-07
P23,45.00,90.00,45.00,0.00,5.6774e-07,6.8584e-07,6.9052e-07,1.4084e-09,6.8679e-07,2.7794e-07,5.7857e-07,6.9159e-07,7.1211e-07,1.3307e-09,6.8824e-07,2.7937e-07
P23,45.00,0.00,30.00,0.00,6.4204e-07,7.8504e-07,7.9086e-07,1.3874e-09,7.8220e-07,3.1713e-07,6.5418e-07,7.9163e-07,8.1497e-07,1.2913e-09,7.8360e-07,3.1882e-07
P23,55.00,0.00,30.00,0.00,6.6942e-07,8.1725e-07,8.2774e-07,1.6372e-09,8.2772e-07,3.3436e-07,6.8218e-07,8.2402e-07,8.5389e-07,1.5481e-09,8.2951e-07,3.3607e-07
P23,30.00,180.00,0.00,0.00,6.8837e-07,8.2562e-07,8.1977e-07,1.4075e-09,7.9301e-07,3.2242e-07,7.0134e-07,8.3268e-07,8.4346e-07,1.2856e-09,7.9401e-07,3.2407e-07
P23,55.00,45.00,0.00,0.00,7.4430e-07,8.9709e-07,9.0139e-07,1.8063e-09,8.9354e-07,3.6073e-07,7.5848e-07,9.0464e-07,9.2941e-07,1.7037e-09,8.9531e-07,3.6263e-07
P23,0.00,45.00,0.00,0.00,6.6118e-07,7.8936e-07,7.8052e-07,1.3181e-09,7.4840e-07,3.0419e-07,6.7360e-07,7.9612e-07,8.0255e-07,1.1913e-09,7.4919e-07,3.0579e-07
P23,45.00,180.00,60.00,0.00,4.6262e-07,5.3288e-07,5.3098e-07,1.5680e-09,5.2871e-07,2.1187e-07,4.7165e-07,5.3735e-07,5.4831e-07,1.5130e-09,5.3018e-07,2.1288e-07
P23,55.00,0.00,0.00,0.00,7.4430e-07,8.9709e-07,9.0139e-07,1.8063e-09,8.9354e-07,3.6073e-07,7.5848e-07,9.0464e-07,9.2941e-07,1.7037e-09,8.9531e-07,3.6263e-07
P23,45.00,0.00,60.00,0.00,4.3039e-07,5.2040e-07,5.2942e-07,1.2790e-09,5.3449e-07,2.1503e-07,4.3868e-07,5.2462e-07,5.4677e-07,1.2265e-09,5.3595e-07,2.1606e-07
P23,60.00,135.00,30.00,0.00,7.1570e-07,8.4594e-07,8.4956e-07,2.1184e-09,8.4845e-07,3.4154e-07,7.2952e-07,8.5300e-07,8.7695e-07,2.0306e-09,8.5052e-07,3.4306e-07
P23,45.00,0.00,0.00,0.00,7.2049e-07,8.6754e-07,8.6633e-07,1.5750e-09,8.4832e-07,3.4375e-07,7.3413e-07,8.7492e-07,8.9225e-07,1.4619e-09,8.4967e-07,3.4563e-07
P23,0.00,90.00,0.00,0.00,6.6118e-07,7.8936e-07,7.8052e-07,1.3181e-09,7.4840e-07,3.0419e-07,6.7360e-07,7.9612e-07,8.0255e-07,1.1913e-09,7.4919e-07,3.0579e-07
P23,55.00,90.00,60.00,0.00,4.5909e-07,5.5174e-07,5.6367e-07,1.5615e-09,5.7308e-07,2.2929e-07,4.6800e-07,5.5612e-07,5.8264e-07,1.5083e-09,5.7484e-07,2.3036e-07
P23,30.00,0.00,60.00,0.00,3.9380e-07,4.7946e-07,4.8681e-07,1.0375e-09,4.8861e-07,1.9718e-07,4.0134e-07,4.8341e-07,5.0248e-07,9.8745e-10,4.8982e-07,1.9805e-07
P23,45.00,90.00,0.00,0.00,7.2049e-07,8.6754e-07,8.6633e-07,1.5750e-09,8.4832e-07,3.4375e-07,7.3413e-07,8.7492e-07,8.9225e-07,1.4619e-09,8.4967e-07,3.4563e-07
P23,60.00,90.00,0.00,0.00,7.5423e-07,9.0802e-07,9.1643e-07,1.9973e-09,9.1554e-07,3.6880e-07,7.6869e-07,9.1558e-07,9.4570e-07,1.9017e-09,9.1761e-07,3.7048e-07
P23,55.00,90.00,55.00,0.00,5.1124e-07,6.1578e-07,6.2678e-07,1.5989e-09,6.3437e-07,2.5481e-07,5.2111e-07,6.2075e-07,6.4750e-07,1.5381e-09,6.3617e-07,2.5603e-07
P23,45.00,45.00,45.00,0.00,5.5832e-07,6.8194e-07,6.8970e-07,1.3290e-09,6.8794e-07,2.7858e-07,5.6894e-07,6.8762e-07,7.1128e-07,1.2520e-09,6.8939e-07,2.8002e-07
P23,60.00,45.00,60.00,0.00,4.7932e-07,5.7425e-07,5.8890e-07,1.7861e-09,6.0139e-07,2.4058e-07,4.8867e-07,5.7870e-07,6.0900e-07,1.7309e-09,6.0337e-07,2.4154e-07
P23,0.00,90.00,60.00,0.00,3.7540e-07,4.5226e-07,4.5591e-07,9.6789e-10,4.5385e-07,1.8295e-07,3.8258e-07,4.5605e-07,4.7038e-07,9.1897e-10,4.5490e-07,1.8377e-07
P23,60.00,180.00,0.00,0.00,7.5423e-07,9.0802e-07,9.1643e-07,1.9973e-09,9.1554e-07,3.6880e-07,7.6869e-07,9.1558e-07,9.4570e-07,1.9017e-09,9.1761e-07,3.7048e-07
P23,55.00,135.00,30.00,0.00,7.0196e-07,8.3199e-07,8.3238e-07,1.9034e-09,8.2569e-07,3.3314e-07,7.1544e-07,8.3901e-07,8.5856e-07,1.8111e-09,8.2748e-07,3.3485e-07
P23,45.00,90.00,55.00,0.00,4.8251e-07,5.8231e-07,5.8938e-07,1.3352e-09,5.9140e-07,2.3847e-07,4.9176e-07,5.8712e-07,6.0835e-07,1.2744e-09,5.9287e-07,2.3965e-07
P23,45.00,90.00,30.00,0.00,6.5571e-07,7.9116e-07,7.9274e-07,1.4972e-09,7.8136e-07,3.1663e-07,6.6815e-07,7.9786e-07,8.1687e-07,1.3999e-09,7.8276e-07,3.1832e-07
P23,30.00,90.00,30.00,0.00,6.2255e-07,7.4924e-07,7.4673e-07,1.3156e-09,7.2781e-07,2.9596e-07,6.3431e-07,7.5563e-07,7.6875e-07,1.2128e-09,7.2888e-07,2.9743e-07
P23,60.00,180.00,30.00,0.00,7.2825e-07,8.5196e-07,8.5179e-07,2.2204e-09,8.4811e-07,3.4130e-07,7.4236e-07,8.5912e-07,8.7920e-07,2.1312e-09,8.5017e-07,3.4282e-07
P23,45.00,0.00,55.00,0.00,4.7863e-07,5.8196e-07,5.9080e-07,1.2918e-09,5.9391e-07,2.3980e-07,4.8780e-07,5.8674e-07,6.0980e-07,1.2307e-09,5.9538e-07,2.4098e-07
P23,30.00,45.00,0.00,0.00,6.8837e-07,8.2562e-07,8.1977e-07,1.4075e-09,7.9301e-07,3.2242e-07,7.0134e-07,8.3268e-07,8.4346e-07,1.2856e-09,7.9401e-07,3.2407e-07
P23,0.00,0.00,0.00,0.00,6.6118e-07,7.8936e-07,7.8052e-07,1.3181e-09,7.4840e-07,3.0419e-07,6.7360e-07,7.9612e-07,8.0255e-07,1.1913e-09,7.4919e-07,3.0579e-07
P23,55.00,0.00,45.00,0.00,5.9046e-07,7.1773e-07,7.2898e-07,1.6093e-09,7.3369e-07,2.9610e-07,6.0177e-07,7.2361e-07,7.5248e-07,1.5347e-09,7.3549e-07,2.9757e-07
P23,45.00,135.00,0.00,0.00,7.2049e-07,8.6754e-07,8.6633e-07,1.5750e-09,8.4832e-07,3.4375e-07,7.3413e-07,8.7492e-07,8.9225e-07,1.4619e-09,8.4967e-07,3.4563e-07
P23,60.00,0.00,0.00,0.00,7.5423e-07,9.0802e-07,9.1643e-07,1.9973e-09,9.1554e-07,3.6880e-07,7.6869e-07,9.1558e-07,9.4570e-07,1.9017e-09,9.1761e-07,3.7048e-07
P23,0.00,135.00,0.00,0.00,6.6118e-07,7.8936e-07,7.8052e-07,1.3181e-09,7.4840e-07,3.0419e-07,6.7360e-07,7.9612e-07,8.0255e-07,1.1913e-09,7.4919e-07,3.0579e-07
P23,30.00,180.00,60.00,0.00,4.1795e-07,4.8948e-07,4.8896e-07,1.2445e-09,4.8554e-07,1.9546e-07,4.2603e-07,4.9362e-07,5.0462e-07,1.1925e-09,4.8675e-07,1.9632e-07
P23,45.00,180.00,55.00,0.00,5.1593e-07,5.9749e-07,5.9417e-07,1.6119e-09,5.8922e-07,2.3717e-07,5.2594e-07,6.0255e-07,6.1317e-07,1.5477e-09,5.9069e-07,2.3834e-07
P23,55.00,180.00,30.00,0.00,7.1311e-07,8.3730e-07,8.3433e-07,1.9923e-09,8.2541e-07,3.3294e-07,7.2683e-07,8.4440e-07,8.6053e-07,1.8989e-09,8.2720e-07,3.3465e-07
P23,0.00,0.00,30.00,0.00,5.9520e-07,7.1390e-07,7.0883e-07,1.2150e-09,6.8530e-07,2.7861e-07,6.0641e-07,7.2001e-07,7.2929e-07,1.1092e-09,6.8617e-07,2.8004e-07
P23,55.00,0.00,55.00,0.00,5.1466e-07,6.1982e-07,6.3074e-07,1.6077e-09,6.3816e-07,2.5676e-07,5.2459e-07,6.2482e-07,6.5153e-07,1.5457e-09,6.3995e-07,2.5799e-07
P23,45.00,135.00,45.00,0.00,5.8863e-07,6.9543e-07,6.9371e-07,1.5764e-09,6.8577e-07,2.7731e-07,5.9992e-07,7.0133e-07,7.1532e-07,1.4967e-09,6.8722e-07,2.7874e-07
P23,60.00,45.00,0.00,0.00,7.5423e-07,9.0802e-07,9.1643e-07,1.9973e-09,9.1554e-07,3.6880e-07,7.6869e-07,9.1558e-07,9.4570e-07,1.9017e-09,9.1761e-07,3.7048e-07
P23,45.00,90.00,60.00,0.00,4.3048e-07,5.1854e-07,5.2678e-07,1.2949e-09,5.3141e-07,2.1343e-07,4.3878e-07,5.2276e-07,5.4408e-07,1.2431e-09,5.3288e-07,2.1446e-07
P23,55.00,90.00,30.00,0.00,6.8175e-07,8.2253e-07,8.2907e-07,1.7409e-09,8.2645e-07,3.3364e-07,6.9478e-07,8.2940e-07,8.5521e-07,1.6507e-09,8.2824e-07,3.3535e-07
P23,30.00,90.00,0.00,0.00,6.8837e-07,8.2562e-07,8.1977e-07,1.4075e-09,7.9301e-07,3.2242e-07,7.0134e-07,8.3268e-07,8.4346e-07,1.2856e-09,7.9401e-07,3.2407e-07
P23,0.00,135.00,60.00,0.00,3.7540e-07,4.5226e-07,4.5591e-07,9.6789e-10,4.5385e-07,1.8295e-07,3.8258e-07,4.5605e-07,4.7038e-07,9.1897e-10,4.5490e-07,1.8377e-07
P23,30.00,135.00,30.00,0.00,6.3392e-07,7.5455e-07,7.4863e-07,1.4032e-09,7.2754e-07,2.9577e-07,6.4593e-07,7.6102e-07,7.7067e-07,1.2993e-09,7.2861e-07,2.9724e-07
P23,45.00,180.00,45.00,0.00,6.0062e-07,7.0106e-07,6.9572e-07,1.6718e-09,6.8539e-07,2.7705e-07,6.1218e-07,7.0706e-07,7.1735e-07,1.5910e-09,6.8684e-07,2.7848e-07
P23,55.00,90.00,45.00,0.00,5.9573e-07,7.1880e-07,7.2786e-07,1.6643e-09,7.3118e-07,2.9477e-07,6.0717e-07,7.2472e-07,7.5134e-07,1.5898e-09,7.3299e-07,2.9623e-07
P23,45.00,180.00,0.00,0.00,7.2049e-07,8.6754e-07,8.6633e-07,1.5750e-09,8.4832e-07,3.4375e-07,7.3413e-07,8.7492e-07,8.9225e-07,1.4619e-09,8.4967e-07,3.4563e-07
P23,45.00,180.00,30.00,0.00,6.8122e-07,8.0313e-07,7.9702e-07,1.6970e-09,7.8066e-07,3.1615e-07,6.9423e-07,8.1002e-07,8.2119e-07,1.5972e-09,7.8206e-07,3.1783e-07
P23,55.00,45.00,55.00,0.00,5.0867e-07,6.1612e-07,6.2851e-07,1.5651e-09,6.3700e-07,2.5619e-07,5.1848e-07,6.2107e-07,6.4928e-07,1.5041e-09,6.3879e-07,2.5741e-07
P23,55.00,135.00,60.00,0.00,4.8437e-07,5.6266e-07,5.6642e-07,1.7847e-09,5.7013e-07,2.2764e-07,4.9386e-07,5.6722e-07,5.8539e-07,1.7290e-09,5.7190e-07,2.2869e-07
P23,30.00,45.00,60.00,0.00,3.9398e-07,4.7925e-07,4.8642e-07,1.0414e-09,4.8812e-07,1.9692e-07,4.0153e-07,4.8320e-07,5.0208e-07,9.9146e-10,4.8933e-07,1.9779e-07
P23,55.00,180.00,60.00,0.00,5.0230e-07,5.7100e-07,5.6920e-07,1.9390e-09,5.6900e-07,2.2696e-07,5.1220e-07,5.7570e-07,5.8819e-07,1.8813e-09,5.7076e-07,2.2801e-07
P23,45.00,45.00,60.00,0.00,4.2706e-07,5.1816e-07,5.2794e-07,1.2569e-09,5.3355e-07,2.1456e-07,4.3528e-07,5.2236e-07,5.4527e-07,1.2050e-09,5.3502e-07,2.1559e-07
P23,0.00,180.00,30.00,0.00,5.9520e-07,7.1390e-07,7.0883e-07,1.2150e-09,6.8530e-07,2.7861e-07,6.0641e-07,7.2001e-07,7.2929e-07,1.1092e-09,6.8617e-07,2.8004e-07
P23,45.00,45.00,30.00,0.00,6.4481e-07,7.8623e-07,7.9116e-07,1.4103e-09,7.8194e-07,3.1698e-07,6.5702e-07,7.9284e-07,8.1528e-07,1.3140e-09,7.8334e-07,3.1867e-07
P23,60.00,45.00,30.00,0.00,6.8389e-07,8.3139e-07,8.4489e-07,1.8540e-09,8.5044e-07,3.4274e-07,6.9700e-07,8.3820e-07,8.7224e-07,1.7694e-09,8.5251e-07,3.4426e-07
P23,55.00,45.00,60.00,0.00,4.5966e-07,5.5401e-07,5.6656e-07,1.5505e-09,5.7630e-07,2.3096e-07,4.6857e-07,5.5839e-07,5.8558e-07,1.4967e-09,5.7807e-07,2.3203e-07
P23,45.00,0.00,45.00,0.00,5.5779e-07,6.8200e-07,6.9005e-07,1.3220e-09,6.8846e-07,2.7886e-07,5.6840e-07,6.8767e-07,7.1163e-07,1.2450e-09,6.8991e-07,2.8029e-07
P23,55.00,45.00,45.00,0.00,5.8816e-07,7.1612e-07,7.2784e-07,1.5952e-09,7.3291e-07,2.9570e-07,5.9943e-07,7.2198e-07,7.5133e-07,1.5211e-09,7.3472e-07,2.9717e-07
P23,30.00,135.00,60.00,0.00,4.1107e-07,4.8634e-07,4.8794e-07,1.1879e-09,4.8595e-07,1.9571e-07,4.1900e-07,4.9042e-07,5.0360e-07,1.1365e-09,4.8716e-07,1.9657e-07
P23,55.00,45.00,30.00,0.00,6.7106e-07,8.1781e-07,8.2772e-07,1.6523e-09,8.2732e-07,3.3414e-07,6.8385e-07,8.2460e-07,8.5386e-07,1.5630e-09,8.2912e-07,3.3586e-07
P23,60.00,90.00,60.00,0.00,4.7544e-07,5.6985e-07,5.8469e-07,1.7731e-09,5.9741e-07,2.3854e-07,4.8471e-07,5.7427e-07,6.0471e-07,1.7189e-09,5.9939e-07,2.3949e-07
P23,45.00,135.00,60.00,0.00,4.4992e-07,5.2701e-07,5.2905e-07,1.4615e-09,5.2947e-07,2.1232e-07,4.5866e-07,5.3139e-07,5.4636e-07,1.4078e-09,5.3093e-07,2.1334e-07
P23,60.00,0.00,30.00,0.00,6.8329e-07,8.3138e-07,8.4518e-07,1.8465e-09,8.5093e-07,3.4299e-07,6.9639e-07,8.3819e-07,8.7255e-07,1.7619e-09,8.5300e-07,3.4452e-07
P24,30.00,90.00,0.00,0.00,6.8879e-07,8.0852e-07,7.8763e-07,1.1931e-09,8.2073e-07,3.3862e-07,7.0218e-07,8.1649e-07,8.1494e-07,1.1321e-09,8.2234e-07,3.4027e-07
P24,60.00,135.00,60.00,0.00,5.0378e-07,5.6786e-07,5.5937e-07,1.8091e-09,5.9434e-07,2.2722e-07,5.1408e-07,5.7327e-07,5.8226e-07,1.7754e-09,5.9673e-07,2.2814e-07
P24,30.00,0.00,30.00,0.00,6.1097e-07,7.2792e-07,7.1484e-07,1.0338e-09,7.5073e-07,3.0797e-07,6.2286e-07,7.3506e-07,7.4020e-07,9.8489e-10,7.5235e-07,3.0943e-07
P24,0.00,135.00,0.00,0.00,6.6170e-07,7.7342e-07,7.5074e-07,1.1117e-09,7.7791e-07,3.2300e-07,6.7451e-07,7.8103e-07,7.7617e-07,1.0484e-09,7.7927e-07,3.2459e-07
P24,45.00,90.00,55.00,0.00,4.8237e-07,5.6867e-07,5.6288e-07,1.1631e-09,5.9923e-07,2.3694e-07,4.9197e-07,5.7420e-07,5.8466e-07,1.1322e-09,6.0112e-07,2.3811e-07
P24,45.00,45.00,30.00,0.00,6.4492e-07,7.6888e-07,7.5803e-07,1.2039e-09,8.0113e-07,3.2432e-07,6.5756e-07,7.7641e-07,7.8578e-07,1.1576e-09,8.0311e-07,3.2601e-07
P24,0.00,45.00,30.00,0.00,5.9556e-07,6.9911e-07,6.8100e-07,1.0281e-09,7.0940e-07,2.9271e-07,6.0714e-07,7.0600e-07,7.0460e-07,9.7649e-10,7.1079e-07,2.9412e-07
P24,55.00,0.00,0.00,0.00,7.4435e-07,8.7699e-07,8.6283e-07,1.5590e-09,9.1270e-07,3.6592e-07,7.5904e-07,8.8560e-07,8.9503e-07,1.5086e-09,9.1513e-07,3.6780e-07
P24,0.00,90.00,30.00,0.00,5.9556e-07,6.9911e-07,6.8100e-07,1.0281e-09,7.0940e-07,2.9271e-07,6.0714e-07,7.0600e-07,7.0460e-07,9.7649e-10,7.1079e-07,2.9412e-07
P24,45.00,180.00,60.00,0.00,4.6249e-07,5.2040e-07,5.0666e-07,1.3861e-09,5.3381e-07,2.0842e-07,4.7183e-07,5.2554e-07,5.2653e-07,1.3558e-09,5.3565e-07,2.0942e-07
P24,60.00,45.00,60.00,0.00,4.7893e-07,5.5990e-07,5.6044e-07,1.5801e-09,6.0195e-07,2.3117e-07,4.8864e-07,5.6512e-07,5.8343e-07,1.5489e-09,6.0435e-07,2.3211e-07
P24,60.00,180.00,30.00,0.00,7.2812e-07,8.3231e-07,8.1372e-07,1.9507e-09,8.5974e-07,3.3923e-07,7.4273e-07,8.4052e-07,8.4516e-07,1.9037e-09,8.6243e-07,3.4073e-07
P24,60.00,180.00,0.00,0.00,7.5415e-07,8.8706e-07,8.7596e-07,1.7391e-09,9.3107e-07,3.6958e-07,7.6914e-07,8.9574e-07,9.0954e-07,1.6898e-09,9.3381e-07,3.7124e-07
P24,60.00,45.00,30.00,0.00,6.8369e-07,8.1181e-07,8.0688e-07,1.6135e-09,8.6209e-07,3.4065e-07,6.9730e-07,8.1967e-07,8.3825e-07,1.5709e-09,8.6478e-07,3.4215e-07
P24,55.00,0.00,45.00,0.00,5.9027e-07,7.0088e-07,6.9623e-07,1.3993e-09,7.4310e-07,2.9390e-07,6.0201e-07,7.0767e-07,7.2320e-07,1.3618e-09,7.4543e-07,2.9535e-07
P24,30.00,90.00,60.00,0.00,3.9910e-07,4.6982e-07,4.6459e-07,9.4781e-10,4.9416e-07,1.9564e-07,4.0704e-07,4.7442e-07,4.8255e-07,9.2242e-10,4.9572e-07,1.9649e-07
P24,30.00,45.00,0.00,0.00,6.8879e-07,8.0852e-07,7.8763e-07,1.1931e-09,8.2073e-07,3.3862e-07,7.0218e-07,8.1649e-07,8.1494e-07,1.1321e-09,8.2234e-07,3.4027e-07
P24,30.00,180.00,0.00,0.00,6.8879e-07,8.0852e-07,7.8763e-07,1.1931e-09,8.2073e-07,3.3862e-07,7.0218e-07,8.1649e-07,8.1494e-07,1.1321e-09,8.2234e-07,3.4027e-07
P24,55.00,180.00,60.00,0.00,5.0207e-07,5.5737e-07,5.4243e-07,1.7248e-09,5.7148e-07,2.2013e-07,5.1232e-07,5.6281e-07,5.6416e-07,1.6912e-09,5.7364e-07,2.2116e-07
P24,0.00,180.00,0.00,0.00,6.6170e-07,7.7342e-07,7.5074e-07,1.1117e-09,7.7791e-07,3.2300e-07,6.7451e-07,7.8103e-07,7.7617e-07,1.0484e-09,7.7927e-07,3.2459e-07
P24,30.00,45.00,30.00,0.00,6.1392e-07,7.2926e-07,7.1528e-07,1.0550e-09,7.5059e-07,3.0788e-07,6.2589e-07,7.3642e-07,7.4064e-07,1.0059e-09,7.5221e-07,3.0935e-07
P24,55.00,90.00,55.00,0.00,5.1097e-07,6.0094e-07,5.9768e-07,1.4031e-09,6.3922e-07,2.4944e-07,5.2121e-07,6.0670e-07,6.2143e-07,1.3709e-09,6.4146e-07,2.5063e-07
P24,45.00,0.00,60.00,0.00,4.3020e-07,5.0792e-07,5.0504e-07,1.1184e-09,5.3959e-07,2.1153e-07,4.3880e-07,5.1281e-07,5.2494e-07,1.0912e-09,5.4144e-07,2.1255e-07
P24,55.00,90.00,30.00,0.00,6.8169e-07,8.0377e-07,7.9291e-07,1.5083e-09,8.4128e-07,3.3549e-07,6.9519e-07,8.1164e-07,8.2294e-07,1.4635e-09,8.4367e-07,3.3719e-07
P24,30.00,0.00,0.00,0.00,6.8879e-07,8.0852e-07,7.8763e-07,1.1931e-09,8.2073e-07,3.3862e-07,7.0218e-07,8.1649e-07,8.1494e-07,1.1321e-09,8.2234e-07,3.4027e-07
P24,55.00,0.00,55.00,0.00,5.1439e-07,6.0492e-07,6.0153e-07,1.4098e-09,6.4301e-07,2.5135e-07,5.2470e-07,6.1072e-07,6.2537e-07,1.3771e-09,6.4525e-07,2.5256e-07
P24,30.00,135.00,30.00,0.00,6.3421e-07,7.3863e-07,7.1855e-07,1.1986e-09,7.5001e-07,3.0748e-07,6.4661e-07,7.4596e-07,7.4395e-07,1.1476e-09,7.5163e-07,3.0895e-07
P24,45.00,0.00,30.00,0.00,6.4215e-07,7.6769e-07,7.5773e-07,1.1829e-09,8.0140e-07,3.2447e-07,6.5472e-07,7.7520e-07,7.8548e-07,1.1369e-09,8.0338e-07,3.2616e-07
P24,45.00,135.00,60.00,0.00,4.4977e-07,5.1455e-07,5.0474e-07,1.2879e-09,5.3457e-07,2.0886e-07,4.5882e-07,5.1959e-07,5.2459e-07,1.2589e-09,5.3641e-07,2.0987e-07
P24,45.00,90.00,0.00,0.00,7.2075e-07,8.4889e-07,8.3094e-07,1.3445e-09,8.7240e-07,3.5508e-07,7.3485e-07,8.5726e-07,8.6077e-07,1.2897e-09,8.7438e-07,3.5695e-07
P24,55.00,0.00,60.00,0.00,4.6727e-07,5.4520e-07,5.4250e-07,1.4178e-09,5.8019e-07,2.2471e-07,4.7669e-07,5.5038e-07,5.6433e-07,1.3876e-09,5.8236e-07,2.2577e-07
P24,55.00,45.00,55.00,0.00,5.0840e-07,6.0125e-07,5.9936e-07,1.3711e-09,6.4184e-07,2.5078e-07,5.1858e-07,6.0700e-07,6.2315e-07,1.3391e-09,6.4408e-07,2.5199e-07
P24,60.00,45.00,0.00,0.00,7.5415e-07,8.8706e-07,8.7596e-07,1.7391e-09,9.3107e-07,3.6958e-07,7.6914e-07,8.9574e-07,9.0954e-07,1.6898e-09,9.3381e-07,3.7124e-07
P24,60.00,135.00,0.00,0.00,7.5415e-07,8.8706e-07,8.7596e-07,1.7391e-09,9.3107e-07,3.6958e-07,7.6914e-07,8.9574e-07,9.0954e-07,1.6898e-09,9.3381e-07,3.7124e-07
P24,60.00,135.00,30.00,0.00,7.1555e-07,8.2632e-07,8.1151e-07,1.8569e-09,8.6009e-07,3.3946e-07,7.2987e-07,8.3443e-07,8.4293e-07,1.8112e-09,8.6277e-07,3.4096e-07
P24,45.00,180.00,45.00,0.00,6.0065e-07,6.8548e-07,6.6579e-07,1.4588e-09,6.9841e-07,2.7949e-07,6.1259e-07,6.9231e-07,6.9065e-07,1.4175e-09,7.0036e-07,2.8090e-07
P24,55.00,0.00,30.00,0.00,6.6935e-07,7.9850e-07,7.9158e-07,1.4127e-09,8.4256e-07,3.3621e-07,6.8258e-07,8.0628e-07,8.2161e-07,1.3691e-09,8.4495e-07,3.3791e-07
P24,60.00,90.00,0.00,0.00,7.5415e-07,8.8706e-07,8.7596e-07,1.7391e-09,9.3107e-07,3.6958e-07,7.6914e-07,8.9574e-07,9.0954e-07,1.6898e-09,9.3381e-07,3.7124e-07
P24,60.00,180.00,60.00,0.00,5.2507e-07,5.7777e-07,5.6268e-07,1.9813e-09,5.9293e-07,2.2640e-07,5.3587e-07,5.8334e-07,5.8559e-07,1.9452e-09,5.9532e-07,2.2733e-07
P24,55.00,45.00,60.00,0.00,4.5935e-07,5.4039e-07,5.3971e-07,1.3650e-09,5.7877e-07,2.2403e-07,4.6860e-07,5.4551e-07,5.6148e-07,1.3358e-09,5.8094e-07,2.2508e-07
P24,0.00,0.00,60.00,0.00,3.7537e-07,4.4180e-07,4.3573e-07,8.4018e-10,4.6210e-07,1.8389e-07,3.8282e-07,4.4615e-07,4.5235e-07,8.1587e-10,4.6349e-07,1.8470e-07
P24,55.00,135.00,60.00,0.00,4.8411e-07,5.4906e-07,5.3967e-07,1.5825e-09,5.7261e-07,2.2079e-07,4.9394e-07,5.5436e-07,5.6138e-07,1.5509e-09,5.7478e-07,2.2183e-07
P24,45.00,180.00,30.00,0.00,6.8138e-07,7.8572e-07,7.6383e-07,1.4671e-09,7.9983e-07,3.2347e-07,6.9482e-07,7.9353e-07,7.9164e-07,1.4175e-09,8.0181e-07,3.2515e-07
P24,60.00,0.00,60.00,0.00,4.9024e-07,5.6663e-07,5.6423e-07,1.6583e-09,6.0369e-07,2.3199e-07,5.0021e-07,5.7195e-07,5.8728e-07,1.6259e-09,6.0609e-07,2.3294e-07
P24,45.00,90.00,60.00,0.00,4.3029e-07,5.0610e-07,5.0248e-07,1.1341e-09,5.3652e-07,2.0996e-07,4.3890e-07,5.1099e-07,5.2231e-07,1.1071e-09,5.3836e-07,2.1097e-07
P24,45.00,0.00,0.00,0.00,7.2075e-07,8.4889e-07,8.3094e-07,1.3445e-09,8.7240e-07,3.5508e-07,7.3485e-07,8.5726e-07,8.6077e-07,1.2897e-09,8.7438e-07,3.5695e-07
P24,0.00,0.00,30.00,0.00,5.9556e-07,6.9911e-07,6.8100e-07,1.0281e-09,7.0940e-07,2.9271e-07,6.0714e-07,7.0600e-07,7.0460e-07,9.7649e-10,7.1079e-07,2.9412e-07
P24,30.00,180.00,60.00,0.00,4.1789e-07,4.7817e-07,4.6706e-07,1.0919e-09,4.9270e-07,1.9479e-07,4.2626e-07,4.8291e-07,4.8504e-07,1.0647e-09,4.9426e-07,1.9564e-07
P24,0.00,180.00,30.00,0.00,5.9556e-07,6.9911e-07,6.8100e-07,1.0281e-09,7.0940e-07,2.9271e-07,6.0714e-07,7.0600e-07,7.0460e-07,9.7649e-10,7.1079e-07,2.9412e-07
P24,45.00,0.00,55.00,0.00,4.7849e-07,5.6830e-07,5.6425e-07,1.1223e-09,6.0176e-07,2.3826e-07,4.8800e-07,5.7381e-07,5.8607e-07,1.0916e-09,6.0365e-07,2.3943e-07
P24,45.00,45.00,55.00,0.00,4.7654e-07,5.6687e-07,5.6322e-07,1.1120e-09,6.0098e-07,2.3787e-07,4.8600e-07,5.7236e-07,5.8501e-07,1.0816e-09,6.0288e-07,2.3904e-07
P24,60.00,90.00,30.00,0.00,6.9363e-07,8.1608e-07,8.0795e-07,1.6919e-09,8.6101e-07,3.4005e-07,7.0746e-07,8.2401e-07,8.3933e-07,1.6483e-09,8.6370e-07,3.4155e-07
P24,45.00,135.00,55.00,0.00,5.0300e-07,5.7784e-07,5.6562e-07,1.3212e-09,5.9765e-07,2.3603e-07,5.1307e-07,5.8354e-07,5.8741e-07,1.2884e-09,5.9954e-07,2.3719e-07
P24,60.00,0.00,30.00,0.00,6.8310e-07,8.1181e-07,8.0716e-07,1.6064e-09,8.6257e-07,3.4090e-07,6.9669e-07,8.1966e-07,8.3854e-07,1.5639e-09,8.6526e-07,3.4241e-07
