channel,ch_type,perturbation,perturbation_label,dy_mean,dy_p95,rel_err_mean,rel_err_p95,dTb_mean,dTb_p95
fy4b_ch10,ir,0.5,delta_K,0.02659261317069168,0.06736028166873234,1.4005689544867124,3.5477039682088916,0.4272364872972355,1.0495744808580034
fy4b_ch10,ir,1.0,delta_K,0.05320427366392599,0.13478792588985258,2.8021410856243265,7.098955759979308,0.8551558159712148,2.101423556435012
fy4b_ch10,ir,1.5,delta_K,0.07978025125647034,0.20221025038062268,4.201833884234836,10.64992737435133,1.2831589220957607,3.1573645564230266
fy4b_ch10,ir,2.0,delta_K,0.10642311927334427,0.2697312736336846,5.605049640557968,14.206097215066318,1.7134524860911233,4.217803276989316
fy4a_ch11,ir,0.5,delta_K,0.04843446341893381,0.12590912201708662,0.9051495065917798,2.3530059305791506,0.4021228510348996,0.9880860546438267
fy4a_ch11,ir,1.0,delta_K,0.09687741879261295,0.2518320138817456,1.810457711930385,4.706269193847799,0.8044796521392895,1.976384269848419
fy4a_ch11,ir,1.5,delta_K,0.14519608344002014,0.37742736579685693,2.7134431561270755,7.053411348244902,1.2061729376937824,2.964097661720389
fy4a_ch11,ir,2.0,delta_K,0.19381706154534067,0.5037954626421133,3.6220782732622165,9.414994659679138,1.6106533048783018,3.958436884252083
fy4b_ch12,ir,0.5,delta_K,0.047714296511387755,0.12419011090035001,0.8886491991709303,2.312963842403201,0.39585631758381057,0.972275838505885
fy4b_ch12,ir,1.0,delta_K,0.0954357721086043,0.2483095923637894,1.7774321043658194,4.624612255320114,0.792034483892359,1.946386624260977
fy4b_ch12,ir,1.5,delta_K,0.14310310331886011,0.3722667519090395,2.6652066039122935,6.93323752311799,1.1879237133211078,2.9197059646882644
fy4b_ch12,ir,2.0,delta_K,0.19079557221415733,0.49673339833640817,3.5534492772623083,9.251351668315003,1.584155710911191,3.8948795069420377
fy4a_ch12,ir,0.5,delta_K,0.04580781249553139,0.11531921277330309,0.7520703724258193,1.8933050624657266,0.42269449096999173,1.0390253575221604
fy4a_ch12,ir,1.0,delta_K,0.091634007755133,0.23071361779678926,1.5044425521519076,3.7878446275308564,0.8456564608699011,2.079168049849396
fy4a_ch12,ir,1.5,delta_K,0.13740166081598246,0.3460241587715595,2.2558535889894884,5.681007316842379,1.2682059118266267,3.1197787700364965
fy4a_ch12,ir,2.0,delta_K,0.18326199873498547,0.46168102066343875,3.0087863211884573,7.579855885634272,1.6918849170274783,4.164044041228857
fy4b_ch13,ir,0.5,delta_K,0.04549653659051577,0.11551210345885024,0.6335370769882454,1.6085004676452481,0.3751877797413677,0.9230210271040106
fy4b_ch13,ir,1.0,delta_K,0.09096416647286741,0.2308723470091649,1.2666716294599438,3.2148862933908005,0.7502004789172518,1.8450236403256552
fy4b_ch13,ir,1.5,delta_K,0.13649481408826097,0.3463898988840443,1.9006837008238853,4.82346262996639,1.1258129170447944,2.7683926428555408
fy4b_ch13,ir,2.0,delta_K,0.1818947611886158,0.4616785237308222,2.532875773821715,6.428851168720523,1.5004080986499375,3.690114937533127
fy4a_ch13,ir,0.5,delta_K,0.03797984519825503,0.09548808779252385,0.6601270875599575,1.6596769408118703,0.40268519383543633,0.9890867437006761
fy4a_ch13,ir,1.0,delta_K,0.07593555326745423,0.19098021973033438,1.319834648062274,3.3194241728488847,0.8051055372360496,1.9782867631083902
fy4a_ch13,ir,1.5,delta_K,0.11396924773649766,0.28655123140940963,1.9808976889445062,4.980542412418887,1.2085106460563768,2.9694481019687515
fy4a_ch13,ir,2.0,delta_K,0.15186866757803774,0.3819095907811104,2.6396269046538263,6.637964545604117,1.6105505505801425,3.957914412491105
fy4b_ch14,ir,0.5,delta_K,0.03754095943485469,0.0944660765236704,0.6462785307270097,1.6262609709058247,0.39536477216029176,0.9716913618409126
fy4b_ch14,ir,1.0,delta_K,0.07509491853151706,0.1889381138616983,1.2927808544113517,3.2526245589637655,0.7909652375143945,1.943472374454412
fy4b_ch14,ir,1.5,delta_K,0.11267088751161453,0.2833972109800406,1.939662084637829,4.878765377377787,1.186925846263288,2.916203330463791
fy4b_ch14,ir,2.0,delta_K,0.1501952643368659,0.3778489002248881,2.5856551409195556,6.504778667095948,1.5823943817282144,3.8894710549397113
fy4a_ch14,ir,0.5,delta_K,0.02955623922199155,0.07266452571851846,0.6923017765811325,1.7020359008302148,0.43141703965966727,1.0746163516006604
fy4a_ch14,ir,1.0,delta_K,0.05909612176777197,0.145204478710265,1.384220427423064,3.4011539094546595,0.8627286774770188,2.148191006438503
fy4a_ch14,ir,1.5,delta_K,0.08863493255503642,0.2178659423443482,2.0761139742482397,5.10311808646106,1.2943332049606115,3.2245862387740667
fy4a_ch14,ir,2.0,delta_K,0.11818256104509178,0.2904076611740314,2.7682140599115153,6.8022774566650845,1.7264421288903644,4.300939549728895
fy4b_ch15,ir,0.5,delta_K,0.023472950558361523,0.061038402952375025,0.644605403123994,1.6762138293323667,0.35611013486214,0.8929935610607691
fy4b_ch15,ir,1.0,delta_K,0.046941513072039406,0.12209331688559716,1.2890903034034396,3.3528810770553386,0.7121105979678579,1.7854633984993844
fy4b_ch15,ir,1.5,delta_K,0.07041869922732834,0.18314630853843408,1.933812022908626,5.029495535832177,1.0682548255983895,2.678367763441403
fy4b_ch15,ir,2.0,delta_K,0.093943268357475,0.24431843909790638,2.5798349559759273,6.709381742774993,1.4250525181767941,3.5716252586712605
